YEAR,GSP,GDD,GSTmin,GSTmax,frost,summer,HWI,CWI,dry,wet,PRCP95P,TROPICAL,corn,beans
0,-1.697676430642157,0.6485044217321255,1.5713287491636474,1.6757498187463955,1.2476127845740126,-1.079557743829691,0.6602028306484702,-0.3897966957809406,-0.3431920882812495,-0.5778541627668313,-0.2530582176860919,1.0304781863035593,0.5728071113718555,-1.3971458823100682,-1.611651680790514
1,-1.6517932838680447,0.07420757923185596,-0.1922913112016298,0.11605506477718551,-0.38706938520008205,0.4850186965031947,-0.3713640922397653,-0.3897966957809406,-0.3431920882812495,-0.15086832821005947,-1.0965856099730653,1.6115749079033108,0.2008544416498714,-1.1735124792529676,-1.363759750104212
2,-1.6059101370939324,0.09351768477047094,-0.3725209050898465,0.0485682725381336,-0.621203550141676,0.8761628065864161,-0.45071539400039884,-0.3897966957809406,-0.3431920882812495,-1.2183329146019892,-0.6748219138295786,-0.1317152568959436,0.7587834462328475,-1.1666665587512195,-1.2663736344774505
3,-1.5600269903198198,0.030168604160038064,0.8906332872682753,1.402469968691954,0.3767553191289035,-0.2972695236632482,0.42214892536656967,-0.3897966957809406,-0.3431920882812495,-0.15086832821005947,0.16870547845739484,-0.1317152568959436,-0.17109822807211267,-1.3218407567908406,-1.2840802009550434
4,-1.5141438435457075,0.18220113242929126,-1.716894442333215,-1.6802600471659923,-1.473208654253835,0.4850186965031947,-1.5616336186492679,-0.3897966957809406,-0.3431920882812495,0.7031033409034844,-1.0965856099730653,1.6115749079033108,-0.3570745629331047,-1.5500381068491065,-1.5054122819249558
5,-1.4682606967715952,0.6506499890141935,-0.9936555140693732,-0.9237414378689618,-0.8881773122439051,0.09387458641997323,-0.7681206010429328,-0.3897966957809406,-0.3431920882812495,-1.4318258318803752,-0.2530582176860919,2.1926716295030624,-0.17109822807211267,-1.1735124792529676,-1.133574385895503
6,-1.422377549997483,-0.5511373504057094,1.3729214923725577,1.127523778088411,1.3357931843572073,-0.6884136337464697,0.5015002271272032,3.7106095869907,2.8558484489118263,0.4896104236250984,-0.6748219138295786,0.44938146470380785,2.432570459981776,-1.7234680928933883,-1.5673852645965316
7,-1.3764944032233706,-1.4379405618969152,0.580452741563675,-0.11556627154943758,0.9970588210520956,0.4850186965031947,0.6602028306484702,0.781747956439528,-0.3431920882812495,-0.15086832821005947,-0.2530582176860919,-1.2939087000954466,0.014878106788879377,-1.2944570747838484,-1.4434392992533804
8,-1.3306112564492583,-0.7505246443587139,1.1495682939381247,0.8484117361120936,1.1883190674784094,-1.079557743829691,0.5808515288878366,-0.3897966957809406,-0.3431920882812495,-0.15086832821005947,-1.0965856099730653,-0.1317152568959436,1.5026887856768156,-1.4450673258223041,-1.2044006518058752
9,-1.2847281096751457,-0.3893541518772254,-1.2347996166215083,-1.710670762187305,-0.6929641513445585,-0.6884136337464697,-1.3235797133673672,-0.3897966957809406,2.8558484489118263,-0.5778541627668313,-1.0965856099730653,-1.2939087000954466,-1.472932572099057,-1.479296928331044,-1.4788524322085665
10,-1.2388449629010334,0.25169367273183413,-1.3295555189876256,-0.32219249963938756,-1.8554250767624039,-0.2972695236632482,-2.5932005415375032,-0.3897966957809406,-0.3431920882812495,-0.5778541627668313,-0.6748219138295786,-0.7128119784956951,-1.286956237238065,-1.5158085043403664,-1.700184513178479
11,-1.192961816126921,-1.1126487222989017,-1.0220822847792117,-1.1716095945494307,-0.7519537980960819,3.223027467085745,-0.2920127904791318,-0.3897966957809406,-0.3431920882812495,2.838032513687344,-0.6748219138295786,-0.7128119784956951,0.38683077651086345,-1.0137743342121814,-0.9388021546419802
12,-1.1470786693528088,-1.16163917523946,0.9364642033106587,0.4151631933428678,1.1694667061454593,-1.079557743829691,1.0569593394516377,0.9770053984762728,-0.3431920882812495,1.557075010017028,-1.0965856099730653,-0.7128119784956951,0.5728071113718555,-1.1735124792529676,-1.0893079697015207
13,-1.1011955225786965,2.681429421491798,0.144188831894364,1.0062975031404893,-0.5077853117998393,-0.2972695236632482,0.02539241656340218,-0.3897966957809406,-0.3431920882812495,-0.5778541627668313,-0.6748219138295786,1.6115749079033108,-0.7290272326550887,-1.0822335392296611,-0.9299488714031836
14,-1.0553123758045841,-1.1834524426071542,1.7838527016133667,1.2824934491558724,1.868828497529458,-0.2972695236632482,1.6917697535367058,4.296381913100935,-0.3431920882812495,1.557075010017028,-0.2530582176860919,-0.1317152568959436,2.246594125120784,-1.4039918028118161,-1.558531981357735
15,-1.0094292290304716,-0.6323992456626233,0.6336320745242509,0.1864579529771912,0.8602271662160988,0.09387458641997323,0.5808515288878366,-0.3897966957809406,-0.3431920882812495,2.411046679130572,-1.0965856099730653,-0.1317152568959436,-0.5430508977940968,-0.9430331556941188,-1.0538948367463348
16,-0.9635460822563594,-0.4957981287042789,-0.4537402499750863,0.3685056579677239,-0.9824391189087227,0.09387458641997323,-0.9268232045641999,-0.3897966957809406,-0.3431920882812495,-0.15086832821005947,-0.6748219138295786,-1.2939087000954466,0.5728071113718555,-1.1255910357407317,-0.8502693222540153
17,-0.917662935482247,-1.6611987574143523,-0.08380547196206646,-0.33718956458138805,0.1143426121878561,-0.6884136337464697,-0.5300666957610323,-0.3897966957809406,-0.3431920882812495,0.4896104236250984,-0.2530582176860919,-0.1317152568959436,-0.9150035675160808,-1.0274661752156773,-1.1689875188506893
18,-0.8717797887081347,0.2909098747207471,0.2118716192987369,0.8834048876434418,-0.31165993986823937,0.4850186965031947,0.2634463218453027,-0.3897966957809406,-0.3431920882812495,-0.3643612454884454,1.0122328707443684,0.44938146470380785,0.5728071113718555,-0.9749807847022762,-0.7528832066272537
19,-0.8258966419340223,-0.9284875305880422,0.25248129174135503,0.2706081507073642,0.19948230853025004,-1.079557743829691,-0.1333101869578648,1.1722628405130175,-0.3431920882812495,1.1300891754602562,-0.6748219138295786,-0.7128119784956951,0.2008544416498714,-0.9544430231970321,-0.7617364898660504
20,-0.7800134951599099,-0.7139308023812158,-0.10952493117572894,-0.4042597716831646,0.1228565818220884,-0.6884136337464697,0.10474371832403567,-0.3897966957809406,-0.3431920882812495,-0.7913470800452174,-0.6748219138295786,-0.7128119784956951,-0.7290272326550887,-0.7810130371527502,-0.6466438077616958
21,-0.7341303483857976,1.1466336257189715,-0.16386454049180027,0.6063757713535104,-0.700261839602479,-1.861845963996134,-0.7681206010429328,-0.3897966957809406,-0.3431920882812495,-0.5778541627668313,-1.0965856099730653,0.44938146470380785,-1.1009799023770728,-0.7855769841539155,-0.7794430563436433
22,-0.6882472016116853,0.06240695918047826,1.2789391075767702,1.35581243331681,1.021384448578502,-1.079557743829691,0.8982567359303707,-0.3897966957809406,-0.3431920882812495,0.9165962581818703,-0.6748219138295786,1.0304781863035593,-0.17109822807211267,-0.7171177791364358,-0.5492576921349346
23,-0.6423640548375729,-0.038792297623739244,0.04015071868422044,-0.38301392968197645,0.34269944059192464,0.4850186965031947,-0.21266148871849833,-0.3897966957809406,-0.3431920882812495,-0.15086832821005947,-0.6748219138295786,0.44938146470380785,0.2008544416498714,-0.7445014611434277,-0.6554970910004925
24,-0.5964809080634605,1.0239786960940696,-0.38257663350420607,0.1435496838375371,-0.706343246484077,-1.079557743829691,-0.6887692992822994,-0.3897966957809406,-0.3431920882812495,-0.5778541627668313,1.0122328707443684,0.44938146470380785,-0.5430508977940968,-0.60073713060672,-0.7263233569108645
