Value,Value Counts
"2,388",1
"62,794",1
"16,620",1
"1,476",1
"19,769,271",1
"24,553,000",1
"55,840",1
"883,670,000",1
"97,077",1
"309,708,000",1
"40,432",1
"2,314,000",1
899,1
21.2,1
"9,433",1
"373,269,000",1
"12,288",1
"26,746,000",1
"3,780,000",1
"93,259",1
467,1
3.18,1
"64,288,000",1
"8,717,000",1
"134,320,000",1
627,1
859,1
"2,095,337",1
90.5,1
"1,651,048",1
"1,265",1
"1,597,500",1
"4,099",1
"5,475,000",1
"7,433,000",1
"1,612",1
"19,325,000",1
"1,258",1
"1,229,000",1
"69,399",1
"46,965,000",1
847,1
"2,225",1
"15,140,000",1
"42,661",1
"18,596,000",1
"262,885",1
"2,808,000",1
"24,957,000",1
"1,379,000",1
"353,026",1
"1,796,000",1
"42,693",1
"532,000",1
"671,191",1
"1,523,811",1
"3,803",1
"1,482",1
"27,900",1
"24,116",1
"922,968",1
"3,209,000",1
"470,793",1
"4,899",1
"1,232",1
16.52,1
"15,636,440",1
"11,400",1
"185,364",1
59.2,1
"23,046",1
"106,657",1
"222,500",1
180.6,1
"15,620",1
"79,883",1
"545,359",1
"1,877,572",1
"6,270,000",1
"27,715",1
"46,963,527",1
"1,711,174",1
"2,295,000",1
5.3,1
"6,170,000",1
"55,505",1
"172,300,271",1
"9,285",1
"2,221",1
"18,222,000",1
"118,880",1
"283,710,000",1
"301,052",1
"3,275",1
"22,377,035",1
"12,100,000",1
"217,443",1
"35,530",1
"4,436,778",1
"38,864",1
1.76,1
"121,324",1
"2,682,000",1
"15,362",1
"3,105",1
0.89,1
"5,231,223",1
"671,600,000",1
"6,886,000",1
864,1
"8,225,000",1
"4,278,000",1
"1,223,042",1
92.3,1
"83,350,000",1
"1,602",1
"145,918",1
"224,425",1
"109,428",1
"2,348,000",1
"33,284,500",1
"387,126",1
"38,950",1
"412,057",1
"6,009",1
154.4,1
"1,891,000",1
"2,208,000",1
"830,580",1
"10,854,104",1
"350,570,000",1
"6,045,156",1
"1,975,000",1
"1,244,315,000",1
"1,716",1
"2,439,360,000",1
"94,752,000",1
"141,974",1
"188,436,250",1
"1,932,000",1
"14,820,843",1
"413,385,000",1
"854,700,000",1
"2,261,187",1
"361,330,000",1
"1,910",1
"304,376,000",1
"4,030",1
"866,356",1
"300,692",1
"328,261",1
"128,293",1
"142,000,000",1
"22,812",1
180.1,1
"427,738",1
"9,733",1
156.9,1
"87,260,000",1
620,1
903,1
"2,252",1
"125,840,000",1
"23,350",1
"1,306,082,000",1
396,1
"25,150,000",1
"6,620",1
181.2,1
"13,299,000",1
"34,259,000",1
"2,036,110",1
"215,460,000",1
"164,094",1
"8,850,000",1
"132,999",1
"1,424",1
"723,500",1
238,1
"161,770,000",1
"552,439",1
"17,595,000",1
424,1
"4,375,000",1
"11,390",1
"15,306",1
"23,236",1
"285,600,748",1
"3,025",1
"113,134",1
"4,423",1
"6,602,000",1
"7,491,791",1
"292,635,000",1
"1,606,000",1
"345,267",1
"845,000",1
"3,699",1
"5,644,283,000",1
"517,548,000",1
"7,050,000",1
"346,107",1
"429,000",1
"39,510",1
"67,830",1
"991,427",1
"21,720,000",1
"46,584",1
"9,777",1
"274,647",1
"6,994",1
"24,531",1
143.5,1
"1,138,000",1
"57,329,000",1
"69,240",1
"3,644",1
"4,057,000",1
509,1
"1,417",1
"13,085",1
"1,069,799",1
"261,000",1
"134,742",1
"13,707",1
"1,471",1
"322,400,000",1
"836,469",1
423,1
"35,900",1
"78,700",1
"30,787",1
"192,000",1
"2,271,000",1
"481,425,000",1
"35,845",1
"3,542,000",1
"275,392,000",1
"24,200",1
"2,405",1
462,1
151.6,1
"346,856,579",1
"1,886,000",1
"5,930,000",1
"2,567,890",1
"14,584",1
"5,885",1
"134,420,000",1
"8,405",1
"7,100,000",1
"1,319,700,000",1
"59,360,000",1
"5,672",1
"138,050,000",1
667,1
"1,634",1
"1,556,500",1
"609,000",1
"1,347,000",1
"56,662",1
"54,896,000",1
0.78,1
"30,400,000",1
"40,680,000",1
252,1
"12,600",1
"79,400",1
"22,050",1
"15,290",1
"17,516",1
"229,610",1
"3,278,453",1
"17,594",1
"460,000",1
"161,102,800",1
"12,937",1
"942,140",1
"100,984,000",1
6.69,1
"92,548,000",1
"648,450,000",1
"2,442,000",1
"9,741",1
"7,446,000",1
"269,105",1
"143,775,000",1
"17,192",1
"1,340,000",1
"9,706",1
"1,611",1
"37,837",1
"133,236",1
103.1,1
"1,153,700,000",1
149.8,1
"943,153",1
"24,518",1
75.1,1
"41,969,499",1
"377,000,000",1
"6,047,000",1
"2,836",1
771,1
"651,535",1
"37,891",1
"45,344",1
"25,370",1
"4,480,000",1
"1,051,000",1
"2,159",1
"24,250",1
"1,994",1
11.3,1
"22,630,000",1
"1,069",1
"44,761",1
"28,823,000",1
3.84,1
"84,194",1
"418,000",1
"25,620,000",1
"8,549,000",1
842,1
"6,600,000",1
"7,495,100",1
"14,715,000",1
"507,882",1
"601,500",1
"2,072,854",1
731,1
"28,125",1
"9,200,000",1
"26,600",1
"3,694",1
"62,880",1
"104,150,000",1
80.2,1
"50,501,000",1
"16,156",1
"199,625,000",1
"3,950,000",1
"11,678",1
"50,987,000",1
"5,394",1
"1,580,000",1
664,1
"3,765,000",1
"332,445",1
"505,822",1
"664,898",1
"65,824,000",1
"49,708,000",1
"17,646",1
"52,263",1
"667,000",1
"801,908",1
"3,782",1
"24,729",1
"103,037",1
"6,790,000",1
2.26,1
"2,079,996,000",1
"11,686",1
"189,612",1
"78,379",1
"478,044",1
"52,586,000",1
"1,095",1
"123,904,000",1
"2,435,000",1
"6,525,000",1
"1,414,500",1
"3,131,000",1
"202,608,000",1
"6,405",1
"28,375",1
"299,712",1
"7,140,000",1
"12,817",1
163.4,1
"15,730,000",1
"2,367,835",1
"12,500",1
"6,540,000",1
"84,322",1
"16,535,000",1
156.7,1
"4,366,799",1
"4,154,000",1
"1,338,000",1
"67,300",1
4.2,1
672,1
"6,370,000",1
"495,484,000",1
84.2,1
"57,749",1
"3,126,000",1
"2,376",1
"3,900,386,000",1
"1,359,000",1
"5,450",1
"3,412,000",1
"812,000",1
"129,412,000",1
"252,255,000",1
"4,755",1
"998,400",1
"369,912",1
"1,336,586,000",1
"2,952,000",1
"2,087",1
"67,793,170",1
"9,954,646",1
"666,972",1
"1,497,500",1
"3,379,880",1
"109,250,000",1
"6,933,000",1
"84,500",1
"17,554",1
"17,873,000",1
"289,658",1
"6,970",1
"1,564,000",1
"186,250",1
"244,072",1
"4,839,000",1
"15,847,705",1
"102,712,000",1
"184,800,000",1
"1,965,000",1
"1,363,859",1
"524,420",1
"1,226,000",1
"42,684",1
"3,051,000",1
"177,670",1
904,1
117.2,1
"2,733",1
"1,494,000",1
"48,804",1
"189,547,373",1
"579,600,000",1
"45,422",1
123.3,1
"127,600",1
"5,588,000",1
"3,091,884,000",1
"1,594,000",1
"10,825",1
"1,224",1
"24,795,000",1
"4,222",1
"988,286",1
"16,045,000",1
"13,100",1
"19,445",1
"8,819,409",1
"30,301",1
56.5,1
"3,148",1
16.92,1
"6,498,000",1
"663,517",1
"5,283,000",1
"344,971",1
"12,994",1
"5,437,000",1
"161,190",1
"228,000",1
"240,234",1
1.46,1
"39,360,000",1
"6,249",1
"130,633",1
"33,921",1
"3,035,000",1
"38,418",1
"1,927,170,000",1
"10,157",1
"44,300",1
"88,250",1
"7,121,000",1
"2,293,748",1
"1,096",1
"114,105",1
"1,426,459,812",1
"2,223,000",1
"76,310",1
"62,069,000",1
"133,901",1
"1,532",1
"30,448",1
"1,542,000",1
95.5,1
"81,900",1
885,1
"632,000",1
"560,000",1
"5,402",1
"162,700",1
67.3,1
"2,078,523",1
"1,071",1
"547,679",1
"2,691,000",1
"217,882",1
"1,210,490,000",1
54.5,1
"2,735,000",1
"2,403,000",1
"167,380",1
"390,320,000",1
"27,510",1
"23,060",1
"25,145,000",1
"2,676,066",1
"8,028",1
"1,419,000",1
54.7,1
"4,771,000",1
"91,275,000",1
"3,055,766",1
"1,785,003",1
"724,010",1
"8,093",1
"51,774",1
"2,780,000",1
"5,100",1
"161,000",1
"23,218",1
"434,675",1
"13,954,653",1
"748,558",1
"103,320,000",1
"135,439",1
"2,182,656,000",1
"409,228,000",1
416,1
"3,960,000",1
"115,211,000",1
"201,613,000",1
101.4,1
"151,875,000",1
"5,096",1
"36,063,000",1
"122,938",1
"235,551",1
"282,401,110",1
52.6,1
"199,116",1
15.9,1
"1,553",1
"1,591,912,000",1
"1,727",1
"31,558",1
"4,568,000",1
"1,741,000",1
"2,455",1
154.1,1
"319,000",1
14.15,1
"32,114",1
"115,073",1
"218,500,000",1
474,1
"2,420",1
"1,269,000",1
"6,848",1
"145,811",1
"30,487",1
"407,290,000",1
"6,531,502",1
"3,475,250",1
"10,013,000",1
"815,395",1
"4,734",1
2.46,1
"8,276",1
"740,585",1
"42,932,000",1
"880,000",1
"5,953,000",1
"45,200",1
"1,307,750",1
"109,540",1
"14,773,925",1
536,1
96.2,1
"14,478",1
"8,837",1
"5,713,000",1
"65,250,247",1
"1,636",1
"101,800,000",1
"192,950,000",1
"844,301",1
"7,895",1
"536,648",1
"3,840,000",1
"4,476,086",1
"10,080,000",1
"164,404",1
"294,541,958",1
"24,854,000",1
"26,812",1
"151,393",1
"69,227",1
"29,702",1
"26,466",1
"6,605,000",1
"147,019,000",1
655,1
"32,470,000",1
"708,286",1
"3,390",1
780,1
"3,795,000",1
184.7,1
601,1
"385,821",1
"58,571,000",1
"21,994",1
"89,962",1
"43,062,000",1
"1,728,000",1
"5,575,000",1
"517,000",1
0.9,1
73.8,1
"12,365",1
"6,272,000",1
"351,515",1
"1,179,000",1
"73,200,000",1
"53,900,000",1
"197,527",1
"137,068",1
67.8,1
"1,497,000",1
"16,356,000",1
"535,000",1
1.57,1
"77,047",1
"3,212",1
"15,100",1
"14,177,000",1
0.81,1
"42,751",1
"629,800,000",1
"409,182",1
"2,131,554,000",1
159.4,1
3.12,1
"424,536,000",1
"1,438,000",1
"204,413",1
"689,675",1
"199,153",1
"1,432",1
"248,446,200",1
"1,718",1
"13,750",1
179,1
"126,772",1
"2,870,000",1
79.9,1
"654,275",1
"796,950,000",1
"267,320",1
"8,715,000",1
"20,642,000",1
"1,086,962",1
"194,305",1
"822,000",1
"4,633",1
"21,828",1
"2,545,000",1
"896,000,000",1
"2,243,000",1
"369,152",1
685,1
"11,250",1
"305,456",1
"48,486",1
"4,673,000",1
"108,501",1
"11,781,000",1
"17,767",1
"1,332,000",1
"150,856,000",1
"4,970,000",1
"94,912",1
"500,862",1
"13,168",1
"18,349",1
"42,680,000",1
"1,273,426",1
"624,530",1
"112,511",1
56.4,1
"5,371",1
62.9,1
"1,934",1
18.1,1
"39,674,000",1
"107,583",1
"35,930",1
"23,481",1
"5,700",1
"232,000",1
"18,096",1
658,1
"72,869",1
"2,526,000",1
194.7,1
"25,276",1
"17,600",1
"6,012,713",1
"5,687",1
51.7,1
"11,160",1
"644,783",1
"169,946",1
"70,951",1
"31,564,000",1
"307,400,000",1
"2,949",1
"994,294",1
"3,439",1
"48,127,000",1
"1,055,230",1
"111,437,390",1
"305,685,000",1
"1,287",1
"5,404,000",1
"3,276,000",1
"77,035,512",1
"1,479",1
"3,974",1
"121,498,000",1
"714,800,000",1
"308,000",1
"67,800",1
"23,238,000",1
"445,610",1
"16,835",1
"822,250,000",1
"1,016,000",1
"4,585,000",1
"54,925,000",1
"3,076",1
"138,440",1
"1,248",1
"543,000",1
"9,825,000",1
"29,970,000",1
"381,703",1
"238,800,000",1
"102,995,000",1
"341,280,000",1
"29,478",1
"439,824",1
"1,368,000",1
"674,960",1
"19,998,000",1
"135,450,000",1
"69,710,000",1
"7,500,000",1
"762,750,000",1
229,1
11.4,1
"55,832,000",1
810,1
"528,360",1
"22,078,389",1
"4,185,000",1
"51,067",1
"14,363",1
145.7,1
"18,913",1
"6,871,000",1
"78,400",1
"923,000",1
"962,500",1
"1,177,000",1
126.9,1
"2,268,600",1
"145,200",1
"21,387,600",1
"1,017,944,000",1
"1,032",1
114.3,1
"1,711",1
"2,586",1
"2,640",1
"99,315",1
"135,797",1
"83,100",1
"1,351,331",1
"94,044",1
"1,281",1
"1,987",1
"122,108",1
"8,137",1
"31,320,000",1
456,1
"186,655",1
"4,890,000",1
"140,250,000",1
"8,386",1
"2,148,000",1
2.59,1
638,1
"26,131",1
218,1
"16,000,000",1
"18,165,000",1
"9,786,000",1
"2,217,000",1
"7,761,000",1
"407,325,000",1
"1,921",1
"28,105",1
"130,714",1
"389,385,000",1
20.1,1
"5,915",1
"2,951",1
"2,260,000",1
16.67,1
"2,652,000",1
"18,410,892",1
"196,021",1
"3,460,000",1
85.4,1
1.42,1
"257,198,000",1
"162,574",1
"2,287,000",1
"7,350,000",1
4.7,1
"5,762,000",1
"56,977",1
"2,620",1
"6,110,000",1
"3,953,000",1
"3,933",1
"3,273,206",1
"56,271",1
"3,610,000",1
"6,945",1
"28,951",1
"473,365,000",1
"4,666",1
"63,659,000",1
"3,189,000",1
"34,284,096",1
"179,000",1
"1,730",1
15.44,1
"38,777",1
"895,000",1
"2,107,000",1
"19,715",1
"2,295,516",1
"73,898",1
"20,451",1
"21,452",1
603,1
"870,000",1
"16,480,710",1
62.4,1
"31,856",1
"2,686,000",1
"269,952,000",1
"603,500",1
"7,196",1
"1,762,340",1
"9,800",1
"1,541,146",1
"165,000,000",1
"1,812,000",1
42.6,1
4.55,1
"102,984,334",1
"1,840,000",1
"289,889",1
171,1
"194,831",1
"2,409",1
"1,570,110",1
"32,141",1
"5,868,061",1
"69,375",1
"1,045",1
"6,196,200",1
55.4,1
"136,170,000",1
"44,831,000",1
"1,404,810",1
"58,106,000",1
"275,122,000",1
"524,752",1
"25,308",1
"1,064,504",1
"21,063,000",1
"13,468,916",1
"73,484",1
"94,400",1
"10,835",1
"44,050",1
"249,555",1
"203,979",1
"1,856",1
"1,184",1
"10,524,000",1
"16,042,000",1
"29,987",1
"566,000",1
"43,449",1
"24,014",1
"1,337",1
"20,046",1
"134,928",1
"306,960",1
"7,450,000",1
"63,900",1
"11,345",1
"349,000",1
"298,890,000",1
"16,900",1
"42,600",1
"2,752,134,000",1
203.8,1
"135,124,000",1
"81,748,076",1
"19,806",1
"17,864,000",1
"71,970,000",1
"5,287",1
114.5,1
"2,831",1
"140,838",1
"771,894,000",1
"85,472,000",1
"28,804,362",1
"105,674",1
"1,276",1
4.59,1
"1,472,509,000",1
"388,500,000",1
"21,150,000",1
"787,250,000",1
"39,129",1
"3,075",1
"128,910",1
"31,228",1
"4,658,000",1
"17,404",1
"934,000",1
"3,560,000",1
"110,563,000",1
"191,097",1
"3,754",1
"36,400",1
3.17,1
"873,590",1
"106,720,000",1
"225,000,000",1
"1,815,000",1
"6,749",1
"5,203,000",1
"10,629,936",1
"1,741,891",1
482,1
"4,270",1
"42,551,795",1
"8,680",1
"18,570,000",1
"76,541",1
"6,143",1
"3,038,000",1
73.6,1
"14,448",1
"1,085,921",1
"1,048",1
"78,750",1
"2,274,000",1
3.27,1
"2,599,000",1
"52,030",1
"29,416",1
"177,000",1
"26,808",1
"7,655,000",1
"4,514",1
"6,106,699",1
"14,124",1
"817,081,000",1
"51,034,000",1
"2,334,000",1
"4,194",1
"5,355,000",1
"4,320",1
"13,381,543",1
"3,137",1
"120,631",1
"3,960,093,000",1
"537,773",1
"8,175,000",1
"587,217",1
"377,055,000",1
"13,440,000",1
465,1
"596,065",1
"221,802",1
"1,361,895",1
"708,237",1
"191,955",1
"29,975,000",1
"79,600",1
"408,000",1
"664,000",1
"80,180",1
"450,344",1
2.82,1
"908,990,000",1
"245,843,750",1
"231,250,000",1
"4,508",1
567,1
"39,582,000",1
"2,105",1
"1,637,000",1
"47,575",1
"377,979",1
"3,935",1
"3,057,769",1
"489,183",1
"486,687",1
"37,135,000",1
"65,060",1
"133,451",1
"620,800,000",1
"7,809",1
2.38,1
"685,512",1
"2,108,923",1
"2,030,000",1
"2,978,000",1
"1,026",1
"81,360",1
"21,200,000",1
"7,490,000",1
"1,580",1
"55,732,000",1
"4,937,985",1
31.9,1
"282,150,000",1
"1,715,000",1
"82,500",1
"499,950,000",1
"25,278",1
"5,024",1
"43,354,000",1
"10,400,000",1
"85,915",1
"1,774,000",1
"126,067,000",1
21.3,1
"2,993",1
"392,478",1
"4,925,000",1
"182,066",1
"5,415,000",1
"1,605",1
"15,846",1
"79,800",1
"63,200",1
"7,788",1
"38,100",1
22.9,1
"7,618,000",1
"1,691,000",1
"5,700,000",1
"94,268,000",1
"24,750",1
"59,728",1
13.52,1
71.5,1
"2,494,000",1
"211,518",1
"972,769",1
540,1
"39,513,000",1
"1,167,577",1
547,1
908,1
"3,532,414",1
"726,500",1
"41,058,000",1
102.9,1
"6,425",1
"2,212,442,000",1
"61,300",1
113.6,1
"58,022,000",1
"43,840",1
70.3,1
65.1,1
"22,827",1
"57,517,000",1
"51,673",1
"5,215,000",1
104.8,1
"500,350",1
"3,839,000",1
"13,329,000",1
"532,455,000",1
"40,815,000",1
"15,626",1
"99,746,000",1
"585,000",1
"1,955,000",1
"136,000,000",1
"346,275,000",1
"32,317,000",1
"173,596",1
"3,532,709",1
"24,537",1
"432,582",1
625,1
"3,257",1
"171,360,000",1
"1,888,000",1
"1,453",1
157.5,1
"3,897",1
"960,100,000",1
"1,267,538",1
"897,273",1
"1,948,100,000",1
"2,394",1
"354,686",1
"49,282,000",1
"153,600",1
"500,055,000",1
"497,708",1
"1,072,000",1
"1,257",1
"9,206,723",1
"291,974,000",1
"93,450,000",1
"37,831",1
"792,968",1
"1,461,824",1
"290,544",1
"42,056,000",1
"12,547",1
"354,651",1
"56,385,013",1
"3,371",1
"283,658",1
"3,010,000",1
"131,180,000",1
"201,450,000",1
"3,949,000",1
"23,400",1
"5,812",1
"2,280,000",1
"3,664",1
"4,239,000",1
"29,187",1
"444,561",1
"372,076",1
"30,500",1
"29,714,000",1
"23,450",1
"19,198",1
"56,981,000",1
"15,616",1
476,1
"256,646",1
"2,423,000",1
51.4,1
824,1
"47,815",1
"2,084",1
"3,580",1
"33,454",1
"1,083,800",1
"222,569,000",1
"3,534,000,000",1
"48,400",1
"42,140,000",1
"1,569,000",1
5.9,1
"518,500,000",1
"5,308",1
"236,000",1
"482,930",1
"14,036",1
"3,769",1
"537,344,000",1
"6,886",1
"38,436",1
"21,659",1
"8,428,593",1
"2,010",1
"90,250",1
"1,952",1
"765,000",1
"25,574",1
"154,779",1
"101,060,000",1
"80,911",1
621,1
"76,387",1
"125,600,000",1
"412,501",1
"3,708",1
"3,241,700",1
"243,479",1
"355,355,000",1
"158,430",1
"513,000",1
953,1
"25,512",1
175.5,1
"133,244,032",1
"1,178",1
"4,539",1
"36,349",1
"1,597",1
"4,765,000",1
"904,000",1
"51,713",1
"8,686",1
"71,300",1
"841,460",1
"18,833",1
"4,561,352,000",1
"1,187,140",1
"1,099,472",1
"9,092",1
"2,311",1
"12,647",1
"54,800",1
"8,730",1
"18,452",1
"57,792,925",1
"164,800,000",1
"2,675,458",1
"2,029",1
"5,584,187,000",1
"2,134",1
2.05,1
"202,020,000",1
2.85,1
"1,213",1
463,1
"89,510",1
"3,052",1
"794,858",1
"193,965",1
"235,400,000",1
"2,210,145,000",1
"1,895",1
"87,777",1
"110,275,000",1
"4,715,000",1
"158,000",1
495,1
"1,875,000",1
"29,851",1
"1,825",1
"21,124",1
"167,876",1
"3,038,390",1
"59,686,000",1
"1,652,990",1
"187,152",1
"27,653",1
"53,742",1
"333,438,000",1
"49,800",1
"9,149",1
"365,365,000",1
"1,480",1
"13,165,000",1
"2,846,560",1
391,1
8.2,1
"22,044",1
"5,557,000",1
"6,194",1
"29,238",1
"22,265",1
"23,622",1
"35,027,000",1
"1,792,000",1
"3,688,000",1
"323,000",1
"184,902",1
"1,851",1
"33,176,000",1
"1,410",1
"15,152",1
"5,705,000",1
"1,729",1
"81,420,000",1
"176,817",1
"160,025",1
"44,392",1
"99,829",1
"456,948",1
"32,973",1
"87,712",1
11.6,1
15.7,1
"699,120",1
"24,002",1
"111,277",1
"1,093,300",1
"17,577",1
"123,769",1
"285,824",1
"934,161,000",1
"1,955,736",1
"70,115",1
"734,775,000",1
"246,792",1
"1,532,221",1
"925,000",1
"8,126,000",1
"812,800",1
"21,021,000",1
"54,581",1
"569,000",1
"276,034",1
"3,186",1
"155,500",1
"13,478,000",1
"40,572,315",1
"162,260,000",1
"19,688",1
"112,000",1
"296,448,000",1
"4,505,579",1
"4,350",1
"1,014,463",1
"881,310",1
"4,969,000",1
"4,038",1
7.2,1
475,1
"4,883",1
"3,011,000",1
"1,880,000",1
"8,270",1
"33,446",1
"183,150,000",1
"96,203,000",1
377,1
"263,670,000",1
"309,663",1
"2,633,664,000",1
"1,676,000",1
"85,600",1
"1,584",1
"7,613,000",1
"7,250,000",1
"973,886,000",1
"341,000",1
614,1
519,1
"55,150",1
"833,596",1
"119,127",1
"455,138,000",1
"17,724,000",1
"293,370",1
"8,196",1
"17,509,674",1
"14,107",1
"4,363",1
"17,667",1
"1,300,963",1
"5,312",1
"23,100",1
"18,905,000",1
"26,719",1
"5,134,000",1
"1,094,874",1
"1,442,000",1
"3,448",1
"10,579,000",1
"42,400",1
"21,750",1
"1,470,000",1
"2,291",1
"3,891",1
78.4,1
"58,337,000",1
"180,625,000",1
"16,100",1
"10,600",1
"3,583,751",1
"8,209,773",1
"274,770",1
"1,502,828",1
"962,000",1
204,1
"9,192,656",1
75.5,1
"37,926",1
"6,211,000",1
"2,710",1
"312,338,000",1
"1,116,000",1
"290,319",1
"1,719",1
"20,683",1
"11,041",1
5.73,1
"13,560",1
"1,416",1
"160,647",1
"2,680",1
"11,456,000",1
496,1
"17,636",1
"67,800,000",1
"1,538",1
"129,704",1
924,1
"270,125",1
"2,365,000",1
"163,374",1
817,1
832,1
"316,643",1
444,1
1.36,1
"4,952,000",1
"603,500,000",1
"5,845,000",1
"328,206",1
"8,900,000",1
"560,200,000",1
"23,438,048",1
"534,040,000",1
"119,700,000",1
"25,734",1
"287,100,000",1
"3,440,000",1
"57,800",1
845,1
"1,871",1
"3,578",1
"5,925,000",1
"403,000",1
"61,785,000",1
"2,269",1
"20,069",1
"15,201",1
"10,372",1
"2,346,268",1
"5,494,311",1
"66,951,000",1
"364,167",1
1.23,1
"10,050",1
"1,152,000",1
"187,174,410",1
"38,238",1
"3,816,812",1
"3,434,500",1
"1,947,792,000",1
"4,405",1
"139,912",1
130.2,1
"1,759",1
"475,844",1
"3,084",1
"229,944",1
"979,063",1
111.4,1
"326,769,000",1
"22,700",1
"2,150",1
"128,798,000",1
39.7,1
"2,341,000",1
"19,010,000",1
684,1
"295,200",1
"11,633,000",1
"68,790",1
"82,733",1
"2,370",1
"4,698,000",1
"73,750,000",1
"5,395",1
"14,770,000",1
"144,000",1
67.2,1
"136,761,261",1
"82,533,980",1
"10,812,000",1
"43,337",1
"174,055",1
"10,878,000",1
"2,715,000",1
"15,123",1
"15,643",1
"3,555,000",1
"2,684,000",1
"1,568,000",1
"1,135,000",1
"3,831,774",1
"7,388,000",1
"610,028",1
"711,082,000",1
"16,875,000",1
"1,625,000",1
"355,922",1
"902,116,000",1
"47,039",1
"17,340",1
"1,178,000,000",1
"824,575",1
"1,506,590",1
"1,778,000",1
"37,300",1
74.6,1
"4,532,000",1
"26,801",1
"2,661",1
"6,375,000",1
"3,468,000",1
"7,504,000",1
"147,906",1
"101,158",1
"10,343,000",1
730,1
"95,036,000",1
"27,380",1
"111,060,000",1
"2,696",1
"2,033,000",1
"2,985,000",1
"23,082,645",1
"1,326",1
3.28,1
"106,517,500",1
"12,600,000",1
"355,967",1
"2,440,000",1
"4,600",1
"99,724",1
"6,769",1
3.46,1
"10,472,000",1
100.7,1
"18,536,000",1
"1,445",1
"955,000",1
"186,520",1
"1,845,480",1
"7,440,000",1
"110,185,000",1
"1,490,000",1
"146,837",1
"276,400",1
"1,055",1
"28,070",1
"472,000",1
"15,587",1
"412,906,000",1
"1,798,000",1
"13,474,636",1
"17,986",1
"6,123,038",1
"5,339",1
"75,480,000",1
"17,670",1
"3,575",1
"2,071",1
"1,306",1
"139,495,000",1
"11,192",1
"29,340,000",1
"3,612,000",1
"2,771",1
"40,798,000",1
"8,908,000",1
"90,850,000",1
"13,580,000",1
"35,700,000",1
"3,202",1
"155,844,000",1
119.3,1
"640,610",1
"5,640",1
"6,945,000",1
"1,204,000",1
"127,008,000",1
"3,058",1
"217,101",1
"2,252,000",1
"7,003,000",1
"21,778,000",1
"2,166,000",1
"5,890",1
"12,200",1
"2,274",1
"4,910,000",1
"990,600,000",1
"4,809,000",1
"25,109,057",1
"15,580,000",1
"18,477,000",1
"909,750,000",1
"107,264,600",1
"1,012,000",1
"17,664",1
"5,510,000",1
"44,075,000",1
"1,161",1
"110,522,000",1
"3,458",1
341,1
"958,000",1
"773,710,000",1
16.1,1
"825,993",1
"32,490",1
"143,820,000",1
"55,860",1
"278,264",1
"1,826",1
"40,537,000",1
"37,196",1
"2,866,000",1
"4,388,000",1
"43,796",1
"765,200,000",1
"4,005,254,000",1
"12,285,000",1
"108,810,000",1
"119,560",1
222,1
"138,500",1
"26,517",1
"360,163",1
"7,194",1
"3,330,000",1
"9,360,000",1
"5,593",1
13.7,1
"35,693,000",1
"926,000",1
"29,235,000",1
28.8,1
99.6,1
"48,400,000",1
"137,000",1
"130,500",1
120.1,1
16.58,1
"209,000",1
"806,972",1
"10,562,478",1
86.4,1
"167,936",1
"13,700",1
"1,092",1
"278,810",1
"1,788,000",1
"105,071",1
"147,220",1
"3,492,690",1
631,1
"1,765,493",1
542,1
"3,761,600",1
"6,865,000",1
"39,713",1
"1,706,000",1
"6,960,000",1
"20,945",1
"341,782",1
"928,000",1
"3,062,000",1
"2,797,000",1
1.52,1
"2,774,111",1
"409,447",1
"6,650,000",1
"17,588",1
"64,908,000",1
"4,707,000",1
"24,231,000",1
49.7,1
"1,343",1
"146,800,000",1
"1,356,688",1
"12,636",1
"56,015",1
"1,712,000",1
"17,718,000",1
"39,475",1
"2,563,515",1
"44,054,000",1
19.1,1
"7,200,000",1
"432,159",1
"44,454",1
"19,765,000",1
40.8,1
"25,796",1
"89,892",1
"261,175",1
"10,984",1
"1,491,000",1
"8,037",1
"36,582,000",1
"662,429,000",1
"1,937,000",1
"118,241",1
"78,620,000",1
"573,217",1
"1,525,000",1
590,1
"9,450,110",1
"1,499,322",1
16.17,1
"1,504,000",1
"42,213",1
"6,852",1
"5,626,000",1
"3,648",1
"49,662,000",1
"1,419",1
0.75,1
"1,501,780",1
16.02,1
"110,168,010",1
"4,150,000",1
"22,411",1
61.4,1
"20,619",1
"66,500",1
"4,805,000",1
"2,371",1
"713,163",1
225,1
"4,923,268",1
"6,331,000",1
"443,793",1
"63,783",1
"77,860",1
"89,942,000",1
"6,528,508,000",1
"206,732",1
"2,918,000",1
"25,245",1
"1,698,000",1
"22,550",1
696,1
"54,408",1
"181,844",1
"13,900",1
733,1
"4,604,000",1
17.44,1
"102,680,000",1
"93,100,000",1
"2,375",1
"21,794",1
"17,450",1
"2,471",1
543,1
"103,800",1
365,1
"217,909",1
42.9,1
"102,442",1
"238,500",1
"352,544,000",1
"806,200,000",1
"1,615",1
"3,050",1
"55,601,000",1
"24,694",1
"2,936,000",1
"102,110,000",1
"6,417",1
"10,004,000",1
"26,478",1
"8,566",1
85.2,1
"3,027",1
"35,512",1
"9,975,446",1
"182,581",1
"15,105,000",1
"10,808,670",1
"68,700",1
"3,667",1
"549,310",1
"1,188,930",1
"41,693,752",1
"248,000",1
"6,188,000",1
"4,049,619,000",1
"458,660,000",1
"341,281",1
"14,339",1
"2,620,000",1
"265,178",1
