Value,Value Counts
2.25,2
"229,215,000",2
"1,976,500",2
"3,520,000",2
"94,625,000",2
"8,640,000",2
"64,145,000",2
"142,000",2
112.7,2
"67,968,500",2
331,2
"388,310",2
"2,824",2
"67,720,000",2
"7,812,000",2
24.2,2
"2,361,000",2
"51,731,000",2
32.9,2
"98,004,240",2
"210,312,000",2
"71,325,000",2
3.77,2
"2,710,000",2
"4,924",2
"952,000",2
"136,000",2
"813,000",2
"242,046,000",2
"1,630,000",2
"2,033,780",2
"108,300,000",2
"1,770,000",2
159,2
"78,720,000",2
"370,000",2
"9,300",2
"193,000",2
"31,169",2
"1,320,000",2
"3,262,000",2
657,2
3.32,2
445,2
"15,573",2
"60,522,000",2
"965,000",2
"1,723,000",2
"99,215,500",2
"237,264",2
"1,720",2
"11,616,000",2
"4,790",2
"693,000",2
374,2
"1,017,000",2
"12,633",2
"590,800",2
"3,588,640",2
790,2
"1,183",2
"3,708,000",2
"1,180,000",2
"224,672,000",2
"23,700",2
"2,310,000",2
"5,250,000",2
"92,833,000",2
4.45,2
"122,500",2
"113,000",2
"8,800,000",2
"2,204",2
"1,056,000",2
"21,247,640",2
450,2
"76,000,000",2
"73,700",2
"9,288,000",2
20.9,2
"823,720",2
"1,010,000",2
86,2
"384,192,000",2
"197,000",2
"1,286,000",2
"441,000",2
"7,560,000",2
"1,420,000",2
"1,147,000",2
"5,031,000",2
"1,619",2
"69,412,000",2
34.4,2
"78,201,450",2
2.08,2
"447,000",2
"801,000",2
"1,761",2
"67,200,000",2
"8,580,000",2
"22,520",2
"4,397",2
926,2
"132,500",2
37.7,2
"24,050",2
"1,810,000",2
"46,450",2
"68,500",2
"1,586,000",2
"8,512",2
368,2
23.8,2
"2,140,000",2
"490,510,000",2
"67,385,000",2
"5,600",2
"2,940,000",2
"22,400",2
28.9,2
"811,400",2
"6,414",2
"14,321",2
"1,767,760",2
"14,880,000",2
"51,840,000",2
"2,575,000",2
"1,333",2
"1,414,000",2
"216,315,000",2
"2,845,720",2
"42,348,000",2
"2,209,000",2
"1,273",2
"1,274,000",2
"101,000",2
"2,727,000",2
"493,000",2
"2,020",2
"101,640,000",2
"97,883",2
"2,252,600",2
"1,275,000",2
"33,993",2
"131,000",2
"776,000",2
"11,650",2
792,2
"32,745",2
"2,120,000",2
22.5,2
"61,200,000",2
"4,852",2
2.67,2
"991,480",2
"5,174",2
441,2
"1,604,000",2
"2,975,000",2
"2,563,000",2
"4,650,000",2
"52,500,000",2
"317,380",2
"2,933,000",2
"104,400,000",2
"77,700",2
"1,813,000",2
965,2
"1,749,000",2
"12,932,000",2
"21,555,760",2
"782,000",2
"3,750,000",2
"575,000",2
"53,535",2
"22,750",2
2.31,2
"86,107",2
"80,852,000",2
"1,867,500",2
"1,509",2
"11,410",2
"31,500,000",2
82.5,2
189,2
"353,800",2
"1,682,000",2
"6,200",2
"6,160,000",2
"740,000",2
"54,540,000",2
"2,307,600",2
48.2,2
29.5,2
"162,000",2
"161,800",2
"2,025",2
"2,503,000",2
"27,367",2
"3,653",2
"1,505,000",2
"840,600",2
"115,300",2
16.8,2
"96,787,600",2
"2,728,000",2
"1,806,000",2
"11,997",2
"14,182",2
"353,600",2
"597,000",2
"11,760,000",2
"83,895,000",2
"95,500",2
"1,610",2
"3,723",2
"319,056,000",2
"125,761",2
"2,493",2
"8,088",2
6.9,2
"3,839",2
"1,555,000",2
"882,000",2
"1,100,000",2
"112,400",2
"2,136,800",2
"2,385,000",2
"2,373,000",2
"465,000",2
"8,235,000",2
"59,675,000",2
383,2
"2,775,000",2
379,2
960,2
220,2
"65,814,000",2
"2,132,000",2
"3,814",2
"1,920",2
"2,836,000",2
"941,281",2
"4,785,000",2
"3,430,000",2
"2,319,000",2
53.6,2
"333,000",2
"82,100",2
"98,063",2
"444,000",2
"113,200",2
"71,495,000",2
"114,941,000",2
"1,196,000",2
"30,217,300",2
"79,860,000",2
3.2,2
"2,943,000",2
"6,500,000",2
"28,370",2
"2,126",2
"17,105",2
"279,684,000",2
"1,925,000",2
"8,260,000",2
349,2
"35,000,000",2
"8,678",2
"271,000",2
"54,898,090",2
"49,664",2
"718,000",2
449,2
"510,000",2
3.65,2
"640,000",2
3.25,2
343,2
"700,650",2
"7,352,008",2
"1,740,000",2
"2,539,000",2
"26,878",2
"2,491",2
"375,666,000",2
"153,000",2
"3,163",2
"2,733,000",2
"6,360,000",2
"859,500",2
"8,345",2
"1,084",2
"24,074",2
"3,432,000",2
50.8,2
"1,567,000",2
"2,196,000",2
"4,481,000",2
"3,147,000",2
"20,165,000",2
578,2
"2,882",2
"62,200",2
458,2
239,2
"49,959",2
"610,000",2
"6,850,000",2
"800,000",2
"847,050,000",1
"1,131",1
"8,201",1
"39,491",1
"1,194",1
"64,770,000",1
"902,907,000",1
"772,000",1
"199,000",1
"2,108",1
"15,800,000",1
"21,396",1
"3,635,131",1
"135,150,000",1
"22,460,000",1
"60,200",1
"1,239,750,000",1
"94,737,828",1
"17,596",1
"2,540",1
"300,211",1
"2,438",1
"2,490",1
"6,380,000",1
"54,008,000",1
"9,637",1
23.1,1
"160,614",1
"96,658",1
15.94,1
"639,000",1
68.7,1
"637,230",1
"3,177",1
"14,195",1
"16,591",1
"12,661",1
"58,228",1
"1,196",1
"164,303",1
"73,115",1
787,1
"3,660,000",1
"1,519,000",1
48.9,1
"5,732,000",1
"499,500",1
"178,000",1
"226,000",1
65.9,1
"194,904",1
"2,667",1
"25,700",1
"17,441",1
"91,937",1
"1,227,116",1
"60,030,000",1
"350,888",1
"172,692,000",1
"22,862,000",1
"4,000,000",1
"207,282",1
"567,000",1
"745,000",1
453,1
"34,104",1
"120,010",1
"3,574,000",1
"32,562",1
"4,171",1
"6,250,000",1
"1,733,000",1
"15,160",1
"114,550",1
"35,252",1
"1,515,525,000",1
"6,353,000",1
"6,080,000",1
"930,000",1
"6,950,000",1
"5,192",1
"104,880",1
"223,258,000",1
"18,705,000",1
"6,832",1
"238,900",1
"1,907,500",1
"114,963",1
"6,503,000",1
"2,178,000",1
"341,918,000",1
"1,736",1
8.6,1
"1,530",1
"4,759,000",1
"6,570,000",1
"4,589,000",1
"455,441,000",1
"2,818,000",1
"651,818",1
"2,263,837",1
"50,116",1
"37,035",1
"3,570",1
"58,077,000",1
"9,609",1
"14,000,436",1
"7,333",1
"48,384,000",1
"2,587",1
"450,740",1
"24,215",1
770,1
"32,147",1
"1,775",1
"3,552,330",1
"30,368,010",1
"7,083,000",1
"41,237",1
"7,434,422",1
"16,500",1
"120,190,000",1
"345,000",1
"5,470,000",1
"3,556",1
"68,910,000",1
130.1,1
"1,135,200,000",1
"74,400",1
"249,136",1
153,1
"3,065,000",1
"5,600,000",1
"237,215,000",1
"298,486",1
"12,800",1
"390,243",1
"35,772",1
2.95,1
"7,716",1
"2,825,000",1
"1,233,000",1
"295,860",1
"12,144",1
"77,500",1
494,1
185.5,1
156.4,1
"4,178,000",1
801,1
"5,232",1
"61,306,000",1
"1,773,000",1
"28,553",1
"112,613,000",1
2.02,1
"2,327,985",1
"73,710",1
54.2,1
"20,074",1
"78,100,000",1
538,1
"83,559",1
"159,817",1
"685,665",1
"16,094",1
"1,139,250,000",1
"4,100,000",1
"2,188",1
"13,815",1
"4,225,000",1
"4,633,000",1
"513,480",1
"2,492,000",1
"2,079,000",1
"4,093",1
"2,603,000",1
"40,680",1
"3,950",1
"120,078",1
"81,200,000",1
"313,925,000",1
"767,725,000",1
"1,431,000",1
"61,133,340",1
188,1
"1,710,834",1
"140,315,000",1
"712,500,000",1
"11,348",1
"303,420",1
"1,589,000",1
"2,565,684",1
"1,170,116",1
"20,615,000",1
"1,876,710",1
"1,258,000",1
"657,899",1
"2,302",1
"4,621",1
"4,165",1
"1,330,000",1
"7,278,000",1
727,1
"5,340",1
875,1
3.44,1
"5,695",1
"1,613,222",1
"1,050,726,000",1
"3,777,399",1
"1,729,000",1
208.2,1
22.6,1
"104,301",1
"5,945,000",1
"25,275",1
"132,813,000",1
"17,956",1
"20,246",1
"58,923,000",1
"3,885,000",1
"1,108",1
"6,447",1
"3,800",1
"12,775,870",1
"2,130,432,000",1
"3,509,000",1
"12,480,000",1
"1,277,447,000",1
"2,597,000",1
"3,623,000",1
"8,511,700",1
"1,092,730",1
"2,935,000",1
"7,371",1
"344,339,273",1
"208,400",1
"1,605,270",1
"3,128,000",1
"2,399,000",1
"789,000",1
108.5,1
"44,310",1
"1,098,879",1
"8,904",1
"328,000,000",1
"285,000",1
"1,167",1
"84,960",1
"1,440",1
56.1,1
"1,094,615",1
"3,378",1
1.78,1
"111,585",1
"3,999,245",1
"225,730",1
19.7,1
"106,176,000",1
734,1
"18,270,000",1
37.6,1
"4,258,370",1
"3,099",1
"61,542,000",1
"118,698",1
"54,729",1
"996,000",1
"250,500,000",1
"1,846,000",1
"2,390",1
"42,461,345",1
"4,150",1
"30,090",1
"68,144",1
"172,951",1
"4,660,000",1
"306,000",1
3.9,1
"1,169,000",1
"1,533",1
"3,339,000",1
"13,200",1
"24,012",1
"394,089",1
"90,300",1
"4,408,000",1
"2,156,000",1
"142,368",1
"157,000",1
"5,001",1
"22,506",1
"196,463",1
"706,188",1
"4,474,033",1
"347,130,000",1
13.1,1
"87,100",1
"3,914",1
52.4,1
"7,170,000",1
"4,625,000",1
"415,000",1
"1,406,000",1
"1,817",1
69.3,1
"1,823,548",1
"2,999,000",1
"1,963",1
"65,300",1
"9,049",1
"22,059",1
"18,220",1
"1,448,000",1
"18,508,000",1
"147,867,000",1
52.5,1
"1,003,300",1
"440,524",1
"90,450,000",1
"9,456",1
"8,306",1
"726,759",1
"7,541,000",1
"18,545,000",1
"3,039,000",1
"416,000",1
"153,677",1
"256,119",1
769,1
"2,194",1
"76,788,069",1
"90,698,000",1
"110,210,000",1
"436,079",1
"142,201",1
"129,891",1
"2,862,592",1
"90,000,000",1
503,1
"1,317",1
"327,715",1
"1,764,000",1
"805,000",1
"158,638",1
"284,661",1
"154,592",1
"10,972",1
"42,770,000",1
"41,766,000",1
"16,286",1
961,1
"1,065,000",1
"764,000",1
161.3,1
"3,398",1
944,1
"2,088,000",1
17.9,1
"1,031",1
"6,163,000",1
"11,543",1
985,1
492,1
"81,854,160",1
"239,769",1
"22,830,780",1
"413,000",1
"70,552",1
"176,400,000",1
"3,075,000",1
"13,800,000",1
"618,000",1
"8,355",1
"75,150",1
"3,739,000",1
"7,460,965",1
"68,006",1
"103,300",1
"496,503",1
"1,745,918",1
"162,310",1
"173,000",1
"4,344,000",1
"4,615,000",1
"72,400",1
"1,702",1
"16,997",1
"479,200",1
"6,289,171",1
"9,167",1
"176,000",1
"1,121",1
"2,972",1
"8,781",1
"110,204",1
"10,872",1
"116,222",1
"10,708",1
3.96,1
"7,063,000",1
"930,076",1
297,1
946,1
"9,055",1
"124,016,310",1
"667,214",1
"19,096,000",1
"2,628,000",1
"3,857",1
"50,291,179",1
"12,160,000",1
"5,218",1
"306,415,100",1
"13,520",1
"139,707,000",1
"15,957,000",1
6.34,1
"2,790,000",1
"130,127",1
"2,890,000",1
"92,800",1
"44,349",1
"1,498,000",1
"1,584,150,000",1
"3,832,000",1
"7,242,000",1
"104,748",1
"1,026,000",1
941,1
"2,628",1
"3,565,000",1
3.41,1
"84,420,000",1
7.7,1
"74,705",1
"63,673",1
"235,330,000",1
"1,801",1
"73,437,000",1
"6,547",1
962,1
"29,834",1
"80,454,000",1
901,1
"319,263",1
"1,685",1
"5,647,370",1
"8,002",1
"2,266,000",1
"82,040,000",1
"1,701,000",1
"1,577,000",1
"155,646",1
"9,365,780",1
"59,221,000",1
"3,071,000",1
"82,410,000",1
"2,116,992,000",1
"21,978,000",1
"6,843,325,000",1
"2,636",1
"581,056",1
"1,752,000",1
29.1,1
"126,363",1
"2,226",1
"6,420",1
403,1
"7,413",1
"1,777,000",1
"218,841",1
"53,100,000",1
611,1
"6,762,101",1
"3,489,681",1
"7,473,000",1
411,1
"1,790,000",1
"2,607,977",1
"956,000",1
195.7,1
"2,307",1
"4,282",1
"7,538,000",1
"134,500,000",1
"331,074",1
"20,936",1
"18,118",1
"1,195,000",1
512,1
143.4,1
176.7,1
"83,053",1
"222,950,000",1
342,1
"53,946",1
"10,146,000",1
"98,401",1
"1,578,000",1
"1,051",1
"117,029",1
"84,568,000",1
"4,135,000",1
"13,061,000",1
"28,535,000",1
"17,049",1
"748,000",1
"25,570",1
"2,791",1
"422,578",1
"1,365,567",1
66.3,1
"485,534,000",1
"1,012",1
"41,284,000",1
"5,758,000",1
"2,325,000",1
"1,844",1
"14,414,000",1
"103,275,000",1
"97,692,000",1
"10,034",1
"41,051",1
"31,493",1
"1,359,795",1
"2,939",1
"30,454",1
"844,000",1
"27,158,000",1
"163,746",1
"65,860",1
"20,100",1
"704,500",1
"60,001",1
"30,823",1
49.4,1
"2,635,000",1
332,1
"940,800,000",1
"3,944",1
"554,828,000",1
"11,396",1
"1,681,950",1
"2,604,774",1
"118,836,000",1
"119,598",1
"68,336",1
"1,423,802",1
"3,015",1
"5,360,000",1
"232,713,000",1
"3,345,500",1
0.5,1
"1,923,066",1
"1,013,000",1
"168,663,000",1
"242,970,000",1
"256,533",1
"19,378",1
"89,411,000",1
"8,633",1
152.6,1
"8,996",1
64.2,1
714,1
"92,020,000",1
"179,427",1
"434,673",1
"71,131",1
"91,140,000",1
"1,224,000",1
"9,675,000",1
"3,745,460",1
22.8,1
"428,897",1
"23,500,000",1
"246,000",1
"2,368,199",1
"674,400,000",1
"864,000",1
75.2,1
"204,822,000",1
"2,759,448,000",1
"8,705",1
"260,314,000",1
"1,889,000",1
"4,560",1
"7,900,000",1
"259,420,000",1
"1,370,000",1
480,1
521,1
"4,510,000",1
"78,165",1
"46,200,000",1
"44,750,000",1
"123,880,000",1
"61,204",1
"301,511",1
"1,166,199",1
"31,099",1
"14,899,790",1
"21,652",1
"76,304",1
"219,424",1
"147,946",1
"391,353",1
"8,268,000",1
"735,650",1
"335,856,000",1
"8,350",1
"914,001",1
"55,900,000",1
"16,710",1
"8,155",1
"63,553",1
"114,901",1
1.97,1
"60,262",1
"23,910",1
6.4,1
"5,920,000",1
"60,346",1
"15,795",1
"67,692",1
"5,594,084",1
56.9,1
"1,576,000",1
"286,122",1
"79,626",1
"5,125,000",1
"29,395",1
"3,452,000",1
"97,746,130",1
"30,527",1
"4,959",1
"2,869,000",1
"19,800,000",1
"50,610,000",1
"15,225,000",1
"5,060,964",1
"10,440,000",1
"1,462",1
"518,000",1
554,1
"779,000",1
"19,961,000",1
"458,761",1
"6,036",1
"75,900",1
"483,000",1
"383,194,500",1
"19,856",1
"3,177,500",1
"636,400,000",1
"398,000",1
"2,297,000",1
"17,582",1
"3,515,005",1
"1,539,000",1
"2,811",1
"1,361",1
"32,715,000",1
"877,367",1
"13,122",1
"246,413",1
"117,600,000",1
"1,247,270",1
"3,903,000",1
"1,528,819",1
"2,634",1
"18,335",1
"4,960,000",1
"16,384",1
"12,174,000",1
"2,392,000",1
"107,275,000",1
"1,755,000",1
"64,574,000",1
"184,000",1
"20,720,677",1
176.1,1
"605,000",1
"3,860",1
39.1,1
"254,840",1
"3,630",1
"16,909,040",1
"4,297",1
"65,868",1
"37,921",1
"2,570",1
"14,902",1
"11,907,061",1
"2,060,000",1
"5,158",1
"8,421,472",1
"32,574,900",1
"21,702",1
"41,400",1
"5,507",1
"23,532",1
"116,319",1
"57,735,400",1
"2,588",1
"40,202",1
"1,162",1
"759,616",1
"2,937",1
"236,977",1
"58,891",1
"20,174,000",1
154.7,1
"13,825,000",1
"19,099",1
"3,423",1
"14,722",1
"244,860",1
"24,450",1
"8,099",1
17.56,1
"1,690,000",1
"30,354",1
"623,273",1
35.4,1
"5,870,000",1
"2,453,158",1
"31,240",1
"3,430",1
191,1
"12,475",1
"125,100,000",1
"617,215",1
"31,899,000",1
291,1
74.8,1
"2,261",1
"19,142,000",1
"14,044",1
"5,570",1
"503,978,000",1
"185,070",1
"3,141",1
"75,500",1
"625,870",1
"333,740,000",1
"162,566",1
"1,989,845,000",1
"427,843",1
"10,431,050",1
"579,000",1
"2,168",1
"1,006",1
"566,056",1
"165,223,990",1
"1,848,000",1
"6,077",1
"5,680,000",1
"43,158",1
"724,260",1
"42,662,073",1
"15,779,000",1
"22,309,320",1
"114,610",1
1.92,1
330,1
"1,472,000,000",1
"17,584,000",1
"90,700,000",1
"36,395",1
"5,377",1
"3,821",1
"286,767,000",1
"51,965,000",1
"210,676",1
698,1
"6,920,000",1
"330,514",1
"2,429,000",1
"503,200,000",1
"318,900",1
"20,500",1
"118,636,120",1
"10,970",1
"706,894",1
"75,999",1
"812,200,000",1
"286,740",1
"13,515",1
"455,291",1
"38,016,000",1
"12,667",1
"634,272,000",1
"32,151",1
"130,637,000",1
"419,716",1
"14,375,000",1
"5,093",1
"46,627",1
"3,653,000",1
"5,022,000",1
"169,797",1
"146,731",1
"496,600",1
"239,814",1
"1,301,742",1
"1,228",1
"99,358",1
"4,164",1
"1,125,000",1
"9,020,000",1
"749,510",1
"17,195",1
"46,381",1
"54,213,000",1
"1,093",1
"29,062,000",1
"1,979,136",1
"253,681",1
"76,227",1
"16,847",1
"1,896,000",1
"2,841,100",1
"69,200",1
"9,996,000",1
"11,149",1
"3,980",1
"335,000",1
"118,080,000",1
"935,435",1
"8,410",1
"222,940",1
"56,549",1
"100,980,000",1
"33,350,000",1
"21,804",1
"5,046",1
"620,000",1
"2,064",1
"4,865,000",1
"22,560,000",1
"1,447",1
"2,785,997",1
"1,636,000",1
"762,822",1
"3,373,000",1
"507,463",1
"202,248,610",1
"155,485",1
"10,444",1
50.9,1
"2,848",1
"12,451",1
"5,345",1
16.27,1
"15,400,000",1
"384,975,000",1
"1,422,000",1
"294,000",1
"22,443",1
"3,703,000",1
"139,157,000",1
3.64,1
"265,000",1
"236,607",1
"1,546,000",1
"173,850,000",1
"26,681",1
46.6,1
"5,265,000",1
"168,000",1
"22,850",1
"18,461",1
"1,122",1
"5,930",1
"32,838,000",1
"2,211",1
"258,000",1
"3,154,000",1
"224,671",1
"1,793,190",1
"81,300",1
"55,765,000",1
"19,076,000",1
"191,923",1
"2,258,000",1
318,1
"10,709",1
"1,059,730",1
"42,000,000",1
"323,853,000",1
"18,665,000",1
"592,716",1
"16,898,323",1
"20,289",1
"4,223",1
"1,222,000",1
"2,913",1
"29,879",1
"294,469",1
"360,750,000",1
2.13,1
"5,258,637",1
"1,354,262",1
"266,000",1
"502,435",1
"5,580,000",1
"15,354",1
"3,642,860",1
"168,098,890",1
"57,798,328",1
"505,923",1
"3,172",1
"30,065",1
"57,579",1
2.2,1
"530,000",1
"31,750",1
"128,287",1
"2,375,000",1
"1,261",1
"121,800,000",1
"3,606",1
"4,483,000",1
"4,571,033,000",1
"1,834,640,000",1
"2,385",1
"11,335",1
"208,930",1
641,1
"159,906",1
"1,277",1
"22,723",1
"43,078",1
"3,861",1
55.6,1
"807,394,000",1
94.3,1
"37,200,000",1
"64,449,000",1
"23,550",1
1.6,1
"7,139,000",1
"2,330,730,000",1
"3,162,000",1
"5,900",1
"15,179",1
"7,592,703",1
"4,675,000",1
"3,259",1
"695,890",1
"69,515",1
"3,114,540,000",1
"3,964",1
"1,930,172",1
"4,085",1
"70,652,000",1
"4,063,000",1
"6,213,506,000",1
502,1
"5,444,000",1
"6,213",1
"3,813",1
"10,136",1
"1,509,371",1
"2,960,000",1
"7,573",1
"26,367,000",1
"17,640,000",1
"638,550,000",1
"2,692,000",1
"1,466",1
"934,400,000",1
"1,681",1
"38,750",1
"4,021,000",1
"3,225",1
"2,255,000",1
"3,726",1
"2,281,000",1
"459,000",1
"24,777",1
"1,747",1
"352,000,000",1
"23,129",1
"256,871",1
"164,490",1
"49,695,000",1
"3,873,000",1
"1,576",1
"2,139,400",1
"3,802",1
"173,029,716",1
"7,415,000",1
"8,559",1
"3,213,000",1
"18,331,144",1
"9,700",1
"24,404,000",1
"3,014,606,000",1
"642,000",1
"51,250",1
913,1
"4,226,052",1
"13,674",1
"1,090",1
"14,230",1
"22,177,229",1
"694,990",1
"27,600,000",1
"3,211,052",1
325,1
"2,979",1
558,1
"1,626,000",1
"61,840",1
"285,190,000",1
932,1
"3,500,000",1
1.85,1
"55,204,900",1
"627,650",1
"1,179,750,000",1
"21,511,000",1
"68,509",1
"2,035,510",1
"17,937",1
"187,975,000",1
3.54,1
"3,447",1
"3,525,000",1
"953,600,000",1
"29,455,000",1
"12,045",1
"57,095",1
"228,059",1
"2,227,560",1
"21,400",1
"6,750,000",1
"1,160,970",1
"1,529,000",1
"3,964,000",1
"8,729",1
"595,000",1
"9,072,000",1
"352,672,000",1
"82,300",1
"8,579",1
"6,451,994",1
"97,324",1
"10,645,778",1
"2,175,000",1
"670,000",1
"249,891",1
"130,162",1
51.5,1
"1,180,400",1
"146,970,000",1
"7,986",1
"2,228,985,000",1
"5,103,000",1
"88,197",1
"5,671,257,000",1
2.35,1
"28,555,000",1
"453,677",1
"7,476,000",1
"798,294",1
"7,778",1
"10,490",1
"6,282",1
"23,050",1
"775,000",1
190,1
"221,600,000",1
"1,278,000",1
"89,995",1
"1,373,375",1
"36,038",1
"1,586",1
"773,000",1
"241,000",1
16.3,1
"140,771,000",1
"20,532",1
"12,118",1
"191,795",1
"51,330,300",1
"6,900,000",1
"3,645,000",1
"175,800,000",1
"249,550,000",1
"12,530",1
"83,531",1
"167,413,000",1
"483,850",1
"1,053,865",1
816,1
"1,032,000",1
"3,024,000",1
"42,824,000",1
6.09,1
"100,888",1
"2,567,911",1
"135,790",1
"15,440,975",1
"34,819",1
"50,000,000",1
"11,943",1
"75,100",1
"3,390,000",1
"504,756",1
"69,327",1
"277,290",1
"11,438",1
82.7,1
"2,212",1
"22,405,407",1
"39,104,000",1
"15,994,000",1
"3,488,000",1
"12,376",1
906,1
"5,464,163",1
67.5,1
"11,700",1
"154,400,000",1
"715,000",1
"1,475",1
"36,465,084",1
"10,026",1
"10,625,136",1
"138,100,000",1
"24,661",1
"9,781,000",1
"554,600,000",1
"147,375",1
"3,358",1
"33,470,000",1
"104,910",1
"871,496",1
"1,285,200",1
"33,604",1
865,1
"6,369,450",1
"953,266",1
"10,415",1
382,1
"1,777",1
"5,019",1
"233,503,000",1
"67,400",1
"1,847",1
"4,002,492",1
"96,974",1
"45,523,000",1
"28,872",1
"176,700",1
8.3,1
"4,727",1
"52,425",1
"20,725,070",1
"6,107",1
"33,513",1
"4,655,000",1
"945,000",1
"61,083",1
"2,892",1
"370,524",1
"495,544",1
"4,724,000",1
"288,968",1
"1,841",1
"229,680,000",1
"1,313",1
"11,786",1
6.5,1
"10,877",1
"2,141",1
"26,813,000",1
"46,606",1
"7,571,903",1
"100,275,000",1
"201,347,260",1
"86,991",1
"30,345",1
288,1
"115,092",1
758,1
"2,115,000",1
"142,489",1
"18,000,000",1
"1,318,678",1
"2,306,141",1
"3,123,420",1
"36,509",1
"7,886,150",1
"871,465,000",1
"7,855,000",1
2.15,1
"2,446",1
"194,500",1
"12,757,637",1
"1,312,082",1
"875,000",1
"103,360,000",1
"6,424,399",1
"2,835,000",1
"389,565,000",1
"9,439",1
"5,563",1
"406,716",1
"450,500,000",1
"1,876",1
"31,200,000",1
"193,419",1
"11,910",1
"430,228,000",1
"2,227,000",1
"59,347",1
"500,320",1
"4,751",1
"6,903",1
"19,931,020",1
"1,923,000",1
2.14,1
"73,940,000",1
"12,326",1
"1,149,463",1
632,1
575,1
"609,494",1
"666,725,000",1
"4,707",1
"12,900",1
"4,018,000",1
"17,550,000",1
"2,057,000",1
301,1
"30,178,000",1
"236,806,659",1
"4,304",1
"55,500",1
"76,600,000",1
"3,669",1
"32,400,000",1
83.3,1
"196,350,000",1
"6,423,000",1
"30,987,000",1
"164,000",1
"209,421,690",1
"13,368,057",1
"1,477,320",1
"2,828,000",1
"357,420,000",1
"3,645,018",1
"284,240,000",1
"1,609,000",1
"3,717",1
"144,809",1
"21,982",1
"175,249,000",1
"11,978",1
"1,194,000",1
"3,171,470",1
293,1
"103,028,740",1
"20,468",1
"2,097",1
"49,200",1
"25,738",1
"71,800",1
3.15,1
"2,530,000",1
"648,540",1
"2,806,000",1
"1,035,179",1
"30,279",1
"14,772",1
"371,637",1
"1,195",1
"6,685,000",1
"5,630",1
"978,000",1
"289,059",1
"501,000",1
"21,070,000",1
58.3,1
880,1
"3,435",1
"1,805,000",1
"4,463,000",1
"2,934",1
"2,170",1
"1,711,000",1
"72,298,000",1
"47,628",1
18.6,1
"981,442",1
"37,149,000",1
"29,689",1
"60,800,000",1
9.3,1
"478,529",1
"351,474",1
"13,640,000",1
"14,837",1
138,1
"106,101,000",1
"276,094",1
"306,535,000",1
"2,332",1
"14,889",1
"521,977",1
"5,256,000",1
"2,021",1
"30,393",1
"2,146",1
"4,407,059,000",1
"6,327",1
"4,171,998",1
"110,088",1
"429,647",1
"33,400",1
"2,194,049",1
"100,045,000",1
"470,450,000",1
"1,042,000",1
"315,509,000",1
"830,000",1
"53,895",1
"1,043",1
"4,010",1
4.71,1
"12,035,990",1
"343,184",1
"10,215",1
"19,462",1
"1,477",1
"1,839",1
"1,290",1
"19,912,000",1
"380,550",1
"546,905",1
247,1
"5,032,000",1
"6,232,000",1
"60,500",1
"8,215,000",1
"1,235,695",1
"1,941",1
"598,000",1
"2,095",1
"80,017",1
711,1
"64,722",1
"3,682",1
"797,650,000",1
"174,636",1
"347,038",1
"577,261,001",1
"5,089",1
"27,689",1
"395,315",1
"1,415,000",1
41.3,1
"2,427,056",1
"43,737,000",1
"209,976",1
"6,704,000",1
"5,540",1
"76,519",1
"19,317",1
"1,590,000",1
"256,546",1
"52,500",1
"95,388,000",1
"1,205,000",1
"5,472,000",1
"15,900",1
"928,120",1
"2,740,000",1
"2,128",1
"3,386",1
"19,832,000",1
"52,691",1
"20,438",1
"517,144,000",1
"78,800",1
"3,301",1
2.03,1
"16,531",1
"2,793,000",1
"14,700,000",1
689,1
"2,602,969",1
"1,270,500,000",1
"23,900",1
"23,849,420",1
"897,853",1
"52,867",1
"13,265,459",1
747,1
86.2,1
"3,955",1
"4,989,000",1
"55,065",1
"4,253,359",1
"27,720,000",1
"9,441",1
"112,795",1
"1,526,025",1
"4,336",1
4.58,1
"1,853",1
"43,098",1
"62,400,000",1
"66,300,000",1
"1,407,000",1
"38,787,797",1
"1,623,000",1
"1,713,000",1
"553,500,000",1
"240,530,000",1
"18,400,000",1
"9,578",1
"33,900,000",1
"581,750",1
"533,424,000",1
605,1
"2,048,724",1
"1,623,602",1
"39,824,000",1
"9,086,000",1
"263,830,000",1
"1,250",1
"286,440,000",1
"15,680,000",1
"6,326",1
"6,550,000",1
"173,827",1
"23,551,000",1
"16,275,125",1
"66,603",1
"1,247,936,000",1
"1,766",1
"89,747",1
"136,355",1
75.3,1
21.6,1
"8,090",1
"27,955",1
4.08,1
"385,927",1
"1,514",1
"3,411",1
"6,640,000",1
"31,173",1
"1,660,203",1
109.2,1
"5,762",1
"1,883,000",1
53.4,1
"5,271,000",1
"1,908",1
"297,544",1
"79,074",1
94.9,1
"1,873,000",1
"140,856,000",1
"3,796,350",1
"36,874",1
"1,294,000",1
97.9,1
"63,450,000",1
"27,867",1
"896,013",1
"39,942",1
"12,914,000",1
"1,772,000",1
"6,883",1
"2,466,000",1
"3,752",1
"75,600",1
"92,101",1
"18,240,000",1
"1,271",1
"6,843,000",1
"2,459,302,000",1
"1,828,000",1
"3,955,881",1
"4,922,000",1
"108,520,210",1
"10,589",1
"4,335,000",1
"23,052,000",1
"148,263,000",1
"815,310",1
"9,833",1
"191,713",1
"89,960",1
"675,000",1
"1,042",1
"21,216",1
"2,839,800",1
"2,556",1
"61,600",1
"63,619",1
"70,057",1
"880,639",1
