Value,Value Counts
"559,823",1
"192,037",1
"6,882,946",1
"3,575,000",1
"9,981",1
"42,190",1
"11,613",1
"56,502",1
"496,304",1
"3,728,000",1
"847,000",1
"40,377,431",1
"550,724,542",1
"305,732",1
"5,089",1
"1,739",1
"169,574",1
"36,901",1
197,1
"1,226,980",1
"167,330",1
349,1
"9,185,262",1
31.5,1
"4,876",1
41.2,1
"268,743",1
"2,738",1
258,1
"16,400",1
"2,868",1
"99,734",1
"824,764",1
"20,139",1
"232,529",1
890,1
"3,246,454",1
"15,830",1
299,1
"15,373",1
"28,369",1
"200,675",1
"10,905",1
"4,736",1
"4,565,760,000",1
14.6,1
"11,126",1
"10,086",1
3.17,1
"688,470",1
573,1
"19,490,705",1
179,1
"1,895,000",1
"3,497,904",1
"132,439",1
"4,327,486",1
"2,499",1
"390,176",1
2.13,1
"28,999",1
"1,711,200,000",1
"480,480,000",1
"2,114",1
"10,080,000",1
"15,806",1
"7,930,000",1
"283,125,000",1
"4,586,481,000",1
"5,824,000",1
"132,108",1
"11,520",1
"9,400,700",1
"5,043,738",1
"29,114",1
"406,000",1
"845,383",1
"2,480,000",1
"1,979,000",1
"32,212",1
"101,370,000",1
"322,000,000",1
"11,400,000",1
"680,506",1
"76,583",1
"6,133,986",1
"1,220,000",1
"828,036",1
"3,516,994",1
"47,610",1
"65,901",1
"10,903",1
"24,435",1
"1,921,751",1
"2,122",1
"3,602,000",1
3.67,1
"5,449,000",1
"1,661",1
594,1
"7,548",1
"112,714,000",1
"5,238,633,000",1
"217,296",1
"5,970,000",1
"1,088,066",1
30.5,1
"47,093,000",1
439,1
40.5,1
"9,544",1
"50,494,028",1
"488,414",1
"175,388",1
"10,132,000",1
"81,696",1
"20,167",1
"5,240",1
"67,055,000",1
"270,884",1
"996,195,000",1
"37,050,000",1
"1,868,300,000",1
"1,138,600",1
"1,428",1
"411,364",1
"159,128",1
"15,611",1
"46,410,000",1
"3,008,930",1
"554,000",1
"102,711",1
"119,678",1
3.22,1
2.02,1
2.46,1
"200,466",1
"217,705",1
"8,037,000",1
778,1
991,1
"28,074",1
"178,750,000",1
"2,135",1
"1,760,000",1
96,1
"11,296",1
"24,588,000",1
"20,969",1
"1,618",1
797,1
"594,447",1
"13,600",1
"63,943",1
"29,429",1
"9,163",1
"2,411,000",1
643,1
"10,149",1
"3,842,000",1
"1,012,244",1
"61,134",1
"26,700",1
"5,985",1
945,1
"272,000",1
"5,640,273,000",1
"631,300",1
"4,496,000",1
"24,189,000",1
174,1
"1,140",1
"726,762",1
285,1
"2,366",1
758,1
"932,358",1
"14,731",1
730,1
973,1
"81,122,528",1
"1,867",1
"33,964",1
264,1
"57,263",1
"1,619",1
"1,461",1
"2,136,750",1
481,1
"128,419",1
60.6,1
315,1
"199,950,000",1
"40,240",1
920,1
"11,355,000",1
"18,777",1
"5,845,000",1
"279,436",1
"85,746",1
"1,658,693,000",1
"9,427",1
"35,299",1
"5,680,000",1
"12,930,000",1
"24,858,000",1
"866,830",1
"12,961",1
0.6,1
"185,530",1
"6,995,175",1
"98,743",1
"108,801",1
"4,027",1
9.6,1
"476,697",1
"24,531,000",1
"1,311,714",1
"7,962",1
"224,000",1
"39,641",1
"740,146",1
"1,732",1
"592,680",1
"563,060",1
"936,172",1
"4,686,000",1
"10,050,000",1
"50,160,000",1
"1,546,407",1
"75,950",1
"10,760,000",1
"24,727,000",1
917,1
"34,878",1
"2,050,000",1
"148,511",1
"146,100",1
2.82,1
2.96,1
"78,228",1
"1,085",1
"17,691",1
"8,000",1
"2,090,000",1
"4,002,000",1
47.1,1
"2,450",1
557,1
"5,348",1
"7,969,000",1
"327,653",1
"51,875",1
"287,699",1
"9,063,000",1
"28,154",1
"5,286,000",1
"89,844",1
"4,251,744,000",1
"291,311",1
"484,860",1
"307,308",1
"139,842,000",1
"13,865",1
"330,033",1
"4,864,000",1
"10,790",1
"7,600,000",1
"24,311,000",1
"33,858",1
"303,464",1
"36,976",1
"369,571",1
"56,011",1
"48,555",1
"34,811",1
"520,572,000",1
"6,459",1
"336,630,000",1
"100,041",1
36.5,1
"898,800,000",1
"7,960,000",1
647,1
"743,850,000",1
"86,348",1
"1,335",1
"1,711,000",1
"9,888",1
"11,454",1
"7,058,147",1
"311,584,000",1
"22,758",1
"2,688,000",1
"2,154",1
"24,748,000",1
"16,617,000",1
"2,999,591",1
924,1
"12,728",1
"78,504,000",1
"1,471,257",1
"73,260,000",1
"327,850,000",1
487,1
"25,512",1
2.89,1
"11,099",1
"4,070",1
"4,890",1
"13,075",1
"54,000,000",1
"321,308",1
"17,232",1
"8,023",1
514,1
"5,813,000",1
"1,728,000,000",1
"3,239,000",1
"41,108",1
"3,306,656,000",1
"263,483",1
"202,143",1
"2,233,621",1
"141,164,000",1
"20,241",1
709,1
"8,035",1
"32,562",1
"13,400,000",1
"8,747,000",1
"177,125,000",1
"57,471,759",1
"18,881",1
"6,760,000",1
"84,000",1
"28,453",1
465,1
"5,049,000",1
"29,885",1
"19,491,000",1
"13,150,000",1
"56,204",1
"2,872,480",1
"7,728",1
"813,227",1
314,1
"96,837",1
"298,610",1
"242,086",1
"14,059",1
"969,000",1
"11,041,664",1
"6,615,000",1
"249,625",1
"36,025",1
"1,125,565",1
"138,000",1
"89,630",1
"7,925",1
"7,856",1
"3,491,000",1
"65,613",1
"33,223",1
"224,580",1
"529,015",1
"102,879",1
"1,929",1
"690,000",1
"3,504,000",1
"749,365,000",1
"4,950,000",1
"14,400,000",1
"12,366",1
"69,382,000",1
"99,000",1
"1,922",1
"760,776",1
597,1
"25,121",1
4.2,1
"988,234",1
"426,906",1
"9,651",1
"14,574",1
"18,840,000",1
"1,476",1
"7,323",1
"4,627,006,000",1
"175,689",1
"86,099,000",1
"1,342",1
"1,702,215,000",1
"1,453,000",1
"177,434",1
"5,310,000",1
"13,031",1
"150,873",1
"3,310,195,000",1
"7,539,126,000",1
"7,527,150,000",1
"2,562,000",1
"11,600,000",1
"1,450,000",1
"4,706",1
"42,763",1
3.15,1
"2,017,000",1
"832,639,000",1
"407,440,000",1
"7,869,817",1
"4,250,000",1
"1,932",1
"218,177,000",1
"231,010",1
"8,779",1
"6,954,614",1
830,1
"5,767",1
"91,368",1
"923,392",1
"13,828,585",1
"72,014",1
"4,803,000",1
"62,606",1
"101,709,884",1
"3,957",1
409,1
"79,165",1
"195,000",1
"20,534",1
"1,166,486",1
"3,560",1
"7,103",1
"5,401,208",1
"182,201",1
"12,694",1
"2,387",1
"8,475",1
"144,000",1
"7,666",1
35.5,1
"539,149",1
"144,260,000",1
754,1
249,1
"290,636",1
"21,424",1
"57,466",1
"1,780,000",1
"116,805",1
"2,205",1
"20,557",1
"6,767",1
"7,295,000",1
757,1
"2,794,500,000",1
"36,695",1
"4,044",1
"2,293,718,000",1
"3,060",1
"3,465",1
"59,840,000",1
"79,712",1
670,1
"128,194,000",1
"2,734,955",1
"34,643",1
"16,310,000",1
"47,062",1
"2,520,000",1
"1,524",1
"14,351,000",1
"18,449",1
"4,284,000",1
"1,424,000",1
"44,051",1
"306,169",1
"15,019,000",1
"77,837",1
"435,023",1
"92,991,000",1
"7,893",1
"61,847",1
411,1
"17,452",1
3.57,1
"32,427",1
"1,291",1
"3,045",1
"216,364",1
"6,630,000",1
"22,482",1
"2,676",1
"1,313",1
303,1
"78,375,000",1
"514,046",1
"3,448,746,000",1
"42,887,000",1
"23,706",1
"2,365,000",1
"2,483,546",1
"692,913",1
"6,992,000",1
"4,996,000",1
461,1
"395,930",1
"327,367",1
"2,493,752",1
"3,365,464",1
350,1
"10,885",1
"23,347",1
"289,446",1
2.85,1
"381,175",1
"8,506",1
"155,456,000",1
"9,469,908",1
"116,000",1
"928,000",1
"4,719",1
"23,155",1
"10,730",1
"12,658,000",1
"317,510",1
"56,967",1
"57,895",1
"20,926",1
"3,666",1
"4,097,748",1
"4,700",1
"45,700,000",1
"1,533,027",1
"10,273",1
"38,645",1
"1,141",1
"9,080",1
"466,941",1
"37,529",1
"6,194,088,000",1
"1,076,595",1
"22,001,000",1
"13,950,000",1
"1,441,000",1
"6,979",1
"68,302",1
"12,280",1
"1,920,000",1
"260,000",1
"2,874,000",1
"49,320",1
"8,294,000",1
"5,786,000",1
2.8,1
"89,720",1
"641,983",1
24.7,1
"1,642,200,000",1
"29,200",1
"4,172,313,000",1
"589,950,000",1
"1,383,753",1
"610,281,000",1
"30,808",1
"15,941,000",1
"96,148",1
"76,900",1
"6,080,000",1
"4,395,557",1
"201,053",1
"1,290,473",1
"5,144",1
"11,672",1
"13,850,000",1
"827,552",1
"4,244,820,000",1
"21,100",1
961,1
"3,763",1
"1,670,000",1
233,1
"307,848",1
"139,145",1
"6,776,495",1
"28,801,294",1
"89,010",1
"10,817",1
"1,269",1
"49,410",1
"538,000",1
"29,100",1
"9,844",1
"3,081",1
"236,230",1
"83,000",1
"1,264,884",1
"123,488",1
"130,447,000",1
"58,900",1
"3,144",1
"455,000",1
"1,535,142",1
"1,007",1
"430,065",1
147,1
"18,363",1
"1,660",1
"1,710,000",1
"59,196",1
"27,387",1
"171,487",1
"17,855",1
"13,086,076",1
"251,340,000",1
"11,610",1
"15,725",1
"2,486",1
6.33,1
14.4,1
"3,113,957,000",1
"1,769,000,000",1
"11,750",1
"2,404,866,000",1
"46,325",1
"184,600,000",1
"3,377",1
"7,131,000",1
"5,775,000",1
"8,140",1
"346,241",1
"49,583,000",1
"122,888",1
"73,264,000",1
"6,000,502",1
"91,803",1
"21,576",1
"600,596",1
"14,014,000",1
"18,214",1
"5,710,000",1
"3,283,020,000",1
"9,000,000",1
"149,503",1
"120,725",1
"9,032",1
"31,297",1
"637,106",1
"2,102",1
"24,107,000",1
"2,997",1
"326,690",1
"659,741",1
"4,859",1
"1,224,016",1
1.85,1
"203,366",1
"59,129",1
"91,409,000",1
"343,635",1
"1,584",1
"715,902",1
"11,550,000",1
"24,615,000",1
"206,066",1
"195,528",1
"7,633",1
556,1
434,1
"12,850,000",1
"8,547",1
"44,501",1
"4,270",1
"1,549",1
"3,331,000",1
"20,411",1
"2,675",1
"406,207",1
"3,851,000",1
"1,960,000",1
"89,768",1
"3,270",1
"142,120,000",1
"1,177,564,000",1
"5,888,670",1
"137,043",1
"71,775,000",1
"1,838",1
"4,282,000",1
"1,555,000",1
"20,051",1
"1,426,800,000",1
"113,535",1
214,1
"558,489",1
"3,826,326,000",1
"127,584",1
"6,650,000",1
"61,772",1
"55,675,000",1
0.9,1
"1,035,143",1
"2,407,300,000",1
"147,382,000",1
"16,582",1
"93,840,000",1
"45,045,000",1
"2,227,160",1
"1,597",1
"2,188,800,000",1
"2,083",1
27.8,1
46.9,1
"393,615,000",1
"972,710,000",1
"38,047",1
"205,277",1
"32,164",1
"2,718",1
"3,723,178,000",1
"174,761",1
2.9,1
"6,528,000",1
"83,326,000",1
221,1
"656,867",1
"228,008",1
"2,060,146",1
"7,550,000",1
"100,417",1
"12,208,000",1
"65,544",1
"885,000",1
"11,525,230",1
953,1
"108,339",1
"2,361,000",1
"33,913",1
135.8,1
"1,512,043",1
"1,365",1
"5,257,094",1
"543,590",1
"23,602,000",1
"1,266,149,000",1
"9,346",1
"1,081",1
3.35,1
"103,850",1
"851,600,000",1
"1,904,851",1
"28,821",1
"11,255,000",1
"39,060,000",1
"853,172",1
"12,965",1
"59,724,000",1
"505,979",1
"20,904",1
"1,330",1
"64,378",1
"22,100",1
"70,227",1
"1,148,728",1
466,1
"108,102,051",1
"26,865",1
"1,617",1
"9,875,000",1
"3,150",1
182,1
"32,397",1
"4,798,000",1
"24,656",1
"2,509",1
"5,735,000",1
422,1
"10,258,681",1
"1,902",1
"5,217,043",1
"109,038,000",1
"82,885",1
"12,743",1
"124,238",1
"64,287,000",1
"1,647",1
982,1
"150,679",1
"3,838,850",1
"1,105,899",1
"13,527",1
"329,121,000",1
"508,290",1
"964,138",1
"86,261",1
519,1
"81,540,000",1
"2,908,816",1
"47,463",1
"3,453",1
"1,299,000",1
"46,339,961",1
"12,870",1
"368,626,000",1
"136,878",1
"389,795,000",1
"5,927",1
"3,909,754",1
"12,420,000",1
"2,376,000",1
"33,994",1
"2,115",1
49.5,1
"25,540",1
"72,471,000",1
"271,335",1
"613,000",1
"35,343,000",1
"216,000,000",1
"16,235",1
"6,211,803,000",1
"3,999",1
860,1
"4,660",1
"724,886",1
"870,160",1
"8,324,598",1
"2,386",1
"6,523",1
"1,726,000",1
"5,632,000",1
"909,075,000",1
"3,084",1
"158,497",1
"457,763,000",1
"161,248,000",1
"1,621",1
"62,046",1
"9,186",1
"253,682",1
"25,400",1
"64,098",1
"25,740,000",1
"152,129,458",1
"70,567",1
"1,136",1
"21,285,075",1
"2,233",1
"22,878,937",1
"5,612,908,000",1
"49,500,000",1
"3,292,307",1
"2,730,818",1
"456,285,000",1
"7,799",1
"281,620,000",1
993,1
"8,208",1
"5,656",1
"1,889",1
"261,439",1
"2,646,457",1
"1,175,000",1
"111,422",1
"38,250,000",1
"961,995",1
"2,406,495,000",1
"30,821",1
"27,225",1
"1,615,000",1
885,1
"308,960",1
"41,224",1
"2,759",1
"1,285,771",1
"64,712",1
"410,670,000",1
"108,756,000",1
"19,008",1
"1,386",1
"78,790,000",1
"319,000",1
"21,702",1
"3,626,448,000",1
"1,406,000",1
"3,065,775",1
"9,817",1
"2,165",1
"38,804",1
"212,918,000",1
"1,315,998,000",1
"1,775",1
"40,950",1
"5,579",1
"24,891,000",1
"6,819,636",1
"825,000",1
"11,780,934",1
"392,860",1
"106,436,000",1
"14,610",1
"1,470,000",1
"7,371,000",1
"88,320,000",1
"7,333",1
"33,185",1
"9,750,000",1
"55,200,000",1
"1,664,400,000",1
"384,707",1
"19,200",1
"1,060,000",1
"9,352",1
"8,625",1
"4,481,462",1
"405,894,000",1
"4,240,000",1
"9,677,000",1
"11,375,000",1
"14,648",1
"3,415,000",1
"2,103",1
"91,541",1
"4,125,000",1
"696,000",1
"2,450,000",1
"3,556,547",1
586,1
750,1
"74,071",1
"214,618",1
677,1
"865,451",1
"2,942",1
"1,925,828,000",1
"10,115",1
"1,208,192",1
"548,374",1
"3,951,300",1
"34,280",1
"12,174,257",1
380,1
"82,326",1
311,1
"6,140",1
"59,959",1
"2,379,672,000",1
"76,525",1
"69,596",1
260,1
"13,550,000",1
"900,000",1
"427,369",1
944,1
"203,036",1
"1,840,000",1
"108,178",1
"1,031",1
"2,434,323",1
"350,252",1
"33,832",1
"5,475",1
"728,453",1
"515,123",1
"153,410",1
29.5,1
"874,116",1
"1,274",1
"1,692,826",1
"12,060,000",1
"9,260,000",1
"24,790,000",1
"2,157,771",1
807,1
47.2,1
"440,440,000",1
"55,366,000",1
"2,091,947",1
"153,824,000",1
"365,457,000",1
"214,485",1
"5,953,620",1
"7,579,049,000",1
"54,150,000",1
"1,042,087",1
"88,443",1
"10,688,000",1
"551,720",1
"18,930",1
"781,897",1
"131,509",1
"113,900,610",1
"13,348",1
"30,663",1
"6,896",1
"77,610,000",1
"74,599,707",1
"548,763,000",1
"88,000",1
346,1
"371,632",1
"3,532,242",1
"5,641,000",1
"79,000",1
"172,974",1
"7,957",1
"41,941",1
"101,874",1
"24,455,000",1
"127,811",1
"4,757,000",1
463,1
111,1
"22,400",1
"7,096",1
"2,874,960,000",1
"10,790,000",1
"35,875",1
"1,555",1
"278,600,000",1
"268,950",1
"14,343",1
"81,900,000",1
"13,871",1
"703,362",1
"53,438,000",1
"50,141,000",1
"167,254",1
"12,604",1
"2,493,855,000",1
"12,235",1
19.1,1
"21,978",1
"3,275",1
"673,904",1
"782,357",1
"1,677",1
"25,245",1
"82,350,000",1
"278,083",1
"482,987",1
"5,061,392,000",1
"220,646",1
"178,078",1
"122,000",1
"2,162,500,000",1
"1,232,000",1
"1,725",1
"3,195,030",1
"306,375,000",1
"1,712",1
"46,734",1
"2,202,060,000",1
"220,542",1
"2,517,012",1
"120,728",1
"29,480",1
"133,088",1
"5,319,000",1
897,1
"5,190,000",1
"17,899",1
"25,125,000",1
"5,859,000",1
"159,544",1
"6,659,891",1
"4,025,000",1
"4,370,000",1
"198,211",1
"2,167,508,000",1
162,1
"9,819",1
"6,977",1
"82,600,000",1
"4,514,630",1
"40,083",1
"7,824,000",1
"63,000,000",1
"6,703,000",1
"9,925",1
823,1
"3,335",1
"6,025",1
"10,100,000",1
"65,118",1
"160,664",1
"7,420",1
"1,760",1
"10,000,000",1
"136,440,000",1
"262,686",1
"71,000",1
"93,204,426",1
"303,534",1
"4,288,041,000",1
"26,660,000",1
"111,898,000",1
"2,295,519",1
"3,875",1
"487,600,000",1
"29,066,798",1
"260,638",1
"32,982",1
"6,000,000",1
"28,733",1
"4,147",1
"514,695,000",1
"2,650,590",1
"26,879",1
"515,000",1
572,1
"390,000",1
"206,839",1
"15,160",1
"350,675,000",1
"1,635,000",1
"486,030,000",1
"52,806",1
"60,475",1
"4,026,154,000",1
"27,100",1
"373,559,000",1
"229,176",1
1.78,1
"67,450",1
"9,450,000",1
"9,738,000",1
"2,839,846",1
"2,093,161",1
"41,203",1
"2,480,641",1
286,1
"2,599,000",1
"2,085,964,000",1
"720,000",1
"138,250",1
"2,596,290",1
"96,916",1
"11,700,000",1
"5,330,000",1
"2,497,000",1
"57,000",1
"6,899",1
"303,617",1
562,1
"276,045",1
"247,540",1
"197,053",1
"6,224,868",1
"67,399",1
"894,180,000",1
"2,987,178",1
3.54,1
382,1
"10,348,000",1
"106,481",1
"2,219",1
"7,699",1
"21,536",1
169,1
"13,962",1
"367,489",1
"1,002,446",1
"1,424",1
"33,057",1
"902,619",1
"448,623",1
"647,548",1
"67,000",1
"2,044,337",1
"24,348,000",1
"30,892",1
"20,097",1
"3,052,799",1
"23,354",1
"34,658,000",1
"3,224,000",1
"10,580,000",1
"497,350,000",1
"15,539",1
"1,463,000,000",1
"25,250",1
"26,779",1
"5,511",1
"108,000",1
"145,019",1
"1,192,487",1
12.7,1
"14,300",1
"268,213",1
"32,185,491",1
"3,028,272,000",1
"425,160,000",1
"1,441",1
"130,328",1
"8,533",1
"15,510",1
"90,010",1
"195,569",1
"363,100",1
216,1
"7,861",1
"6,796,492,000",1
"10,217",1
899,1
"123,808",1
2.78,1
"152,996",1
"24,470,000",1
"4,867,000",1
"17,422",1
578,1
"5,298,146",1
"136,983,686",1
"459,420,000",1
"33,396",1
"173,806",1
566,1
"722,758",1
"17,438",1
"3,576",1
"3,290,340,000",1
"2,054",1
"871,807",1
"1,092,200,000",1
"36,181,230",1
"2,236",1
"8,717",1
"471,542",1
"466,560,000",1
"36,306,201",1
"14,562",1
"25,672",1
"1,469,565,000",1
"348,881,000",1
"4,476,902",1
"808,433",1
"4,110",1
"901,000",1
"190,068",1
"33,127,236",1
"14,589",1
789,1
"18,007",1
"1,960",1
"945,351,000",1
"5,740",1
"866,862",1
156,1
"1,999,000",1
"4,921,000",1
"5,611,474",1
"1,446,193",1
"10,953",1
"2,028,840,000",1
"3,941,000",1
77.5,1
"9,976,000",1
"29,010",1
"4,502",1
"4,620",1
"8,957",1
"28,431",1
"17,720",1
"12,412,000",1
"6,962",1
"1,481,000",1
"4,588",1
309,1
"2,287",1
"1,467,565",1
7.23,1
"25,300",1
363,1
7.7,1
"395,000",1
"11,300,000",1
"4,031,576",1
"29,535",1
"2,438",1
"3,895,294",1
"6,466",1
"28,626",1
"107,761",1
"13,701",1
"426,077",1
626,1
"76,933",1
"9,530,000",1
"138,382",1
"600,862",1
"9,284",1
"53,216",1
"10,968",1
"5,870",1
"112,558",1
"13,800,000",1
"7,302,075",1
"8,974,080,000",1
"111,412",1
"16,851",1
"172,200,000",1
"13,183",1
3.66,1
"11,970,000",1
"693,658,000",1
"251,100,000",1
2.1,1
"20,235",1
"3,065",1
"403,000",1
397,1
"10,676,000",1
"4,603",1
"4,650,000",1
"4,400,000",1
"13,761",1
801,1
"78,210,000",1
"5,050",1
"2,279,000",1
"1,641",1
"11,475,000",1
"1,842",1
"5,332,000",1
"202,955",1
"1,073",1
"354,000",1
"29,312",1
"12,740,000",1
"2,397",1
"7,106,000",1
"318,436",1
"57,387",1
"5,649,664",1
"44,880,000",1
"105,915",1
"35,754",1
"4,140",1
"109,695,000",1
"1,805,200",1
"12,950,000",1
"6,242",1
"7,668",1
"1,331",1
"1,319,500,000",1
"8,550,000",1
18.8,1
"460,000",1
"5,125,000",1
"515,707",1
"11,856,000",1
"209,177,000",1
"105,611",1
"24,924",1
"6,180,357",1
"2,035",1
"9,500,000",1
"92,539",1
"202,678",1
"418,015,000",1
"1,111,441",1
"6,663",1
"524,097",1
"145,551",1
"4,944,000",1
"18,625",1
"2,699,888",1
"1,346,354",1
"6,470,000",1
"2,204,295",1
"66,950,000",1
"81,579",1
"342,496",1
"29,406",1
"300,895",1
"10,811",1
"406,590",1
"12,703",1
"3,605",1
"49,810",1
"1,545",1
"475,792",1
"1,912,000",1
"505,929",1
"314,768",1
"299,533",1
"239,281",1
"258,000",1
47.7,1
"4,302",1
218,1
394,1
"210,950",1
"8,915",1
"4,569,000",1
"111,198",1
"1,298,000",1
375,1
791,1
"26,901",1
"78,921",1
"10,920,000",1
"11,932,903",1
1.4,1
"26,725",1
"75,525,000",1
"7,606",1
"14,200,000",1
"1,578,000,000",1
"116,779,000",1
"40,245",1
"4,861,000",1
"459,309,682",1
"480,095,000",1
"16,689,000",1
"2,232",1
"668,898",1
"632,275",1
"9,928",1
"803,179",1
866,1
"3,216",1
"5,438,000",1
"5,253,795",1
639,1
"367,965",1
"379,737,488",1
"16,356",1
"12,647",1
"41,205",1
"4,160",1
"1,939,000",1
"109,097",1
"4,320,000",1
"4,443",1
"101,123",1
"4,103",1
978,1
"1,247",1
"57,959",1
"11,393",1
"975,292",1
"1,444,800,000",1
"29,743",1
6.4,1
"67,641",1
"803,615",1
"205,000",1
"264,578",1
"478,375,000",1
"442,885,000",1
"200,733",1
"64,283",1
"26,044",1
641,1
"2,560,000",1
"25,353",1
"2,033,318",1
"5,667",1
"14,263,268,000",1
"8,360,000",1
"28,034",1
"343,905",1
"8,470,000",1
"19,887",1
"920,392,000",1
"12,209",1
"6,701,646",1
"187,587,000",1
"60,023",1
"697,000",1
"3,712",1
"14,326,000",1
"173,118",1
"15,778",1
"41,524",1
"2,979",1
"146,999",1
"203,301",1
"234,678,420",1
"308,901",1
"17,350",1
"1,167,000",1
"102,273",1
"340,294",1
"44,452,675",1
"6,375,000",1
"1,490,606",1
"466,000",1
"9,949",1
75.5,1
"60,900,000",1
"4,340",1
570,1
"4,333,000",1
383,1
"438,080",1
"5,075",1
"7,388",1
"6,838",1
"135,000",1
"1,538",1
"3,189,000",1
"61,000",1
"1,967",1
"2,147,200,000",1
"3,452,904,000",1
"212,928",1
"88,830,000",1
"5,860,000",1
"162,379",1
"27,500",1
"140,896,000",1
"1,523",1
"2,828",1
"50,345",1
"511,708,943",1
"14,840",1
"97,578",1
882,1
"13,036",1
"202,000",1
"3,249,176",1
"102,000",1
"1,166",1
"94,105,000",1
"805,000",1
"290,000",1
"292,215",1
"18,971",1
"33,960",1
"952,550",1
"4,711,980,000",1
"7,646",1
"866,709",1
"144,265,000",1
"2,709,476,000",1
"233,743,000",1
"24,464",1
"1,807",1
6.6,1
656,1
"26,138,000",1
"5,541",1
"12,350,000",1
"2,866,000",1
508,1
"1,626,750,000",1
"2,517",1
"44,313",1
368,1
"352,425,000",1
2.32,1
"94,517,667",1
"1,780",1
"115,954",1
"76,166",1
"4,747,240",1
"3,231,691",1
"30,061",1
"21,679",1
6.64,1
"20,314",1
"175,707",1
"1,875",1
"4,053",1
"1,758,200,000",1
"2,230,000",1
"527,938",1
"9,831",1
"1,747",1
"2,257",1
"1,121,227",1
"52,248",1
"7,468,000",1
"4,694",1
"60,528",1
"10,974",1
"22,800",1
"138,173",1
"8,987",1
"239,439",1
"18,440",1
344,1
"2,888,805",1
"4,666",1
"94,700,000",1
"1,650",1
"4,870,179",1
"167,738",1
"5,576,000",1
"3,162,360,000",1
"4,850,000",1
"8,650,000",1
"13,050,000",1
"187,016",1
"526,476",1
"230,903",1
130,1
"41,506",1
"636,076",1
"13,734,555,000",1
"464,580,000",1
"42,744",1
"18,052",1
289,1
"379,250,000",1
"12,166,000",1
"41,064",1
"758,397",1
"60,387",1
356,1
"255,248",1
"11,929",1
"131,680",1
"179,167",1
"585,080",1
"44,439",1
547,1
"4,054",1
"85,059",1
"1,707,300,000",1
"104,276",1
"28,238",1
"1,759",1
"1,173,589",1
"434,203,000",1
"177,663",1
"29,512",1
"24,993",1
"50,399",1
"5,516,000",1
"4,328,135",1
"169,589",1
"196,612",1
"444,096,000",1
"6,971",1
"5,078",1
"6,529",1
879,1
"10,099",1
"54,610",1
"1,211,616",1
"1,820,000",1
"14,228,000",1
"4,471",1
"10,761,952",1
"1,810,000",1
"10,600",1
"5,621",1
"17,200",1
"827,167",1
"1,044,000",1
"15,810",1
"12,457",1
"1,879",1
"2,245,000",1
"714,278",1
"338,675",1
"1,840,563,000",1
"1,045,170",1
"20,020",1
"23,574",1
"115,069",1
3.37,1
"2,277",1
"55,296",1
"34,673,000",1
748,1
650,1
526,1
"62,335",1
146,1
"402,187",1
"730,000",1
"833,685",1
"4,881",1
"127,765",1
"1,612,000",1
"2,283,000",1
"2,700,000",1
"345,175",1
"8,275",1
"106,020,000",1
"466,830,000",1
"442,704,000",1
"16,218,000",1
"23,319",1
"309,700,000",1
"40,800,000",1
"216,273",1
"40,849",1
"60,227,000",1
"538,650,000",1
"10,560,000",1
"5,529",1
"1,961,000",1
"76,323,000",1
"583,574",1
247,1
"24,387,000",1
"569,839",1
"104,000",1
"3,200,000",1
"52,643",1
"273,153",1
"1,225,224,000",1
"264,600,000",1
"23,383",1
"41,103",1
"10,200,000",1
"845,258,000",1
"5,626,896",1
"114,644",1
"3,919",1
"3,310,356",1
"7,086",1
"42,475",1
"1,477,750,000",1
46.7,1
"25,000,000",1
"208,731",1
"45,994,514",1
"6,141",1
"21,876",1
"329,180,000",1
"3,914",1
"68,850,000",1
"9,961,314,000",1
"845,641",1
635,1
"208,027",1
"35,891",1
"5,838",1
"2,173,753",1
"264,739",1
201,1
"2,362",1
"24,268,000",1
"46,460",1
"21,480",1
"2,871,953",1
"1,880",1
"101,070,000",1
"3,514,000",1
"29,400",1
"3,538,758",1
"4,933",1
"8,280,000",1
"106,866,000",1
"106,798",1
"122,389",1
"8,464,804",1
"1,198",1
"968,000,000",1
"4,183,945",1
"1,814,810,000",1
"62,095",1
"24,791,000",1
"4,809,906",1
"53,958",1
"382,271,000",1
"9,570",1
"44,093",1
"13,349,711",1
"1,741",1
"801,474",1
"5,886",1
"32,936,000",1
"53,425",1
"19,766,000",1
"2,101,000",1
"2,800,000",1
"1,053,000",1
"80,434",1
"267,174",1
"80,911",1
"11,761,392",1
"2,708,000",1
"1,332,461",1
"3,038,000",1
"7,830,000",1
"394,680,000",1
"4,466,356,000",1
384,1
"3,632,000",1
"13,100,000",1
"382,785,000",1
"3,957,798",1
"14,168",1
"250,231",1
"102,948",1
"1,398,000",1
"6,674",1
"114,133",1
"7,608",1
"111,392",1
"60,525",1
"32,335",1
"26,322",1
"6,970,000",1
"655,000",1
305,1
"2,780,000",1
"160,228",1
"349,515,000",1
"7,470",1
"643,889",1
"10,450,000",1
"49,971",1
"82,764",1
"27,287",1
"27,850",1
"47,109",1
152.8,1
"874,639",1
"24,745,000",1
"87,938",1
"1,003,625",1
"133,570,997",1
"2,314,160",1
"59,220,000",1
"105,064",1
"164,000",1
"12,050,000",1
"15,476,411,000",1
"15,800",1
"2,475,000",1
"28,235,537",1
"23,674,000",1
"1,429,415",1
"1,500,282,000",1
"10,680,000",1
"1,067,635",1
"12,998",1
"6,106",1
"8,642,207,000",1
