type,state,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
prcp,FL,1996,81.54,57.44,181.14,76.91,95.63,182.99,117.94,173.00,140.65,167.35,26.91,69.67
prcp,FL,1997,83.21,62.20,67.31,130.68,86.33,178.66,190.94,155.43,153.57,88.60,121.12,194.31
prcp,FL,1998,108.14,189.43,142.74,29.94,43.79,66.68,199.54,163.82,289.12,47.77,92.31,40.32
prcp,FL,1999,96.45,25.11,42.45,35.56,93.63,242.85,129.21,164.26,185.73,145.73,53.04,41.65
prcp,FL,2000,51.30,33.83,67.92,55.27,28.31,153.77,176.87,150.45,218.71,71.44,48.56,34.80
prcp,FL,2001,31.72,18.98,156.57,28.90,57.97,204.69,219.39,186.17,276.12,81.83,47.03,39.61
prcp,FL,2002,80.71,67.23,64.13,48.75,63.75,240.24,206.26,197.43,176.23,86.82,79.33,145.64
prcp,FL,2003,36.58,89.63,150.13,75.26,118.99,294.70,147.65,228.80,164.25,72.69,65.49,48.49
prcp,FL,2004,58.57,130.83,25.34,56.64,37.05,205.64,191.05,244.91,296.20,64.86,56.68,51.95
prcp,FL,2005,35.01,58.31,147.23,124.86,89.85,301.37,184.59,204.85,138.70,123.70,81.95,71.85
prcp,FL,2006,36.18,101.24,6.65,38.57,78.09,159.40,162.28,174.90,168.96,47.97,46.85,91.79
prcp,FL,2007,53.47,59.37,38.37,56.95,46.20,155.11,197.69,125.60,178.44,159.40,31.54,55.87
prcp,FL,2008,70.90,97.74,75.81,91.30,43.23,157.07,199.67,296.66,112.67,115.77,33.01,40.73
prcp,FL,2009,39.15,28.37,65.66,82.12,225.93,133.26,174.72,180.84,167.09,66.30,62.49,133.73
prcp,FL,2010,92.98,95.85,141.47,73.16,88.91,144.12,148.25,214.81,122.70,17.35,57.87,27.99
prcp,FL,2011,101.55,43.78,108.65,48.55,40.61,125.41,174.06,203.90,176.41,178.11,32.80,44.29
prcp,FL,2012,25.33,72.11,50.19,76.40,147.81,353.30,168.50,277.32,139.14,89.78,10.30,65.33
prcp,FL,2013,22.28,109.78,50.55,102.12,120.97,224.39,288.15,204.19,158.79,44.80,85.80,61.40
prcp,FL,2014,116.03,78.67,131.29,138.41,101.91,156.46,184.57,129.41,232.47,63.35,103.86,67.43
prcp,FL,2015,70.56,83.10,53.53,115.63,52.73,141.76,206.47,211.80,199.44,55.12,95.36,90.79
prcp,FL,2016,154.73,85.66,79.89,62.45,113.50,170.08,133.10,214.09,207.14,85.17,7.01,53.90
prcp,FL,2017,92.94,44.07,34.01,62.40,91.55,306.59,176.80,245.38,245.64,140.07,50.93,40.89
prcp,FL,2018,73.17,53.50,52.58,91.30,235.29,171.09,203.48,192.64,144.97,56.47,71.41,171.76
prcp,FL,2019,92.56,47.06,50.92,77.14,83.24,196.23,202.49,226.16,56.45,124.07,50.21,111.55
prcp,FL,2020,36.60,77.88,13.50,100.80,126.85,209.53,203.29,213.36,267.12,138.10,123.83,55.91
prcp,FL,2021,46.34,99.24,,,,,,,,,,
prcp,GA,1990,157.06,132.16,129.93,52.19,81.70,45.33,92.30,110.52,58.17,155.70,41.34,83.33
prcp,GA,1991,238.54,53.14,188.16,138.84,168.40,126.90,191.34,156.16,44.71,18.93,45.45,76.58
prcp,GA,1992,161.83,134.93,126.18,53.74,61.53,150.88,145.07,194.47,96.90,88.15,211.54,96.19
prcp,GA,1993,167.76,93.09,177.96,67.55,55.07,72.16,87.23,81.50,80.28,108.40,95.70,77.91
prcp,GA,1994,134.06,83.40,171.61,73.66,57.62,200.87,203.67,153.04,118.24,232.47,79.17,83.40
prcp,GA,1995,109.69,154.34,82.20,47.61,55.67,177.92,92.66,174.73,80.92,136.87,98.90,69.14
prcp,GA,1996,139.74,83.57,200.04,87.97,62.03,67.11,99.36,142.17,119.80,82.82,56.51,97.50
prcp,GA,1997,140.40,147.20,63.90,115.58,81.00,129.50,125.22,69.23,130.70,149.21,141.69,151.47
prcp,GA,1998,148.49,192.40,145.38,152.24,72.23,61.43,117.54,101.53,192.04,45.19,43.67,68.79
prcp,GA,1999,130.86,78.07,59.87,49.82,64.72,180.89,128.93,68.79,93.16,77.93,55.84,56.30
prcp,GA,2000,124.14,53.76,115.21,71.13,26.56,84.91,91.99,117.03,163.20,13.34,109.47,81.43
prcp,GA,2001,73.79,53.89,232.91,46.50,66.82,200.49,128.10,72.88,106.07,26.36,27.38,42.20
prcp,GA,2002,107.80,58.23,150.83,49.87,77.66,83.13,97.09,95.43,161.23,106.80,124.26,133.05
prcp,GA,2003,51.00,135.33,198.27,119.48,164.50,169.39,176.49,144.23,63.36,77.06,72.45,68.17
prcp,GA,2004,73.67,131.47,21.79,53.79,76.63,174.20,117.95,102.32,297.24,44.71,114.53,69.56
prcp,GA,2005,53.50,104.36,170.64,128.00,81.02,191.07,190.48,148.83,26.02,81.58,65.93,100.38
prcp,GA,2006,91.43,102.19,41.60,59.32,53.56,90.80,66.92,111.51,87.16,66.97,77.25,77.88
prcp,GA,2007,105.01,69.60,62.12,39.87,18.13,108.91,120.40,109.71,79.38,64.33,27.20,131.40
prcp,GA,2008,79.29,143.93,86.33,78.58,64.73,72.74,107.11,202.39,26.51,110.66,97.90,96.93
prcp,GA,2009,70.94,61.93,169.50,171.23,150.26,78.61,84.50,140.03,163.34,151.59,102.37,213.41
prcp,GA,2010,140.96,90.62,95.17,60.87,112.68,116.52,92.41,125.22,87.69,39.00,49.74,55.14
prcp,GA,2011,73.73,89.06,138.12,64.97,32.89,87.97,97.93,59.09,89.71,63.83,63.37,73.08
prcp,GA,2012,71.93,71.17,93.40,37.73,92.12,97.70,106.89,176.37,63.89,46.35,25.11,119.90
prcp,GA,2013,86.10,246.80,101.39,119.21,95.10,191.25,241.04,191.82,60.31,27.22,83.53,152.00
prcp,GA,2014,82.12,89.17,113.30,176.45,93.60,103.28,82.87,83.57,125.63,70.17,108.65,132.63
prcp,GA,2015,89.02,111.45,72.17,148.12,46.02,99.58,117.76,145.72,87.99,92.50,167.78,205.46
prcp,GA,2016,95.97,126.93,75.34,106.09,77.92,102.09,72.07,101.79,85.58,38.75,24.17,153.63
prcp,GA,2017,197.23,57.66,55.38,98.33,153.87,155.87,125.36,127.31,121.96,90.17,27.34,80.75
prcp,GA,2018,70.50,110.20,93.13,95.47,162.75,126.41,133.66,142.07,60.37,101.37,158.58,247.83
prcp,GA,2019,123.98,85.77,76.24,98.91,53.42,168.95,90.44,108.86,21.88,136.19,78.79,174.33
prcp,GA,2020,127.92,219.77,135.72,194.23,75.65,110.33,102.32,161.48,168.32,98.26,75.48,82.00
prcp,GA,2021,117.45,132.62,,,,,,,,,,
prcp,IA,1990,22.60,17.46,105.33,61.27,138.54,194.93,154.77,110.60,36.09,49.30,37.99,38.55
prcp,IA,1991,17.48,7.37,103.84,146.78,139.54,110.26,59.12,90.84,73.31,69.65,110.93,35.65
prcp,IA,1992,26.21,28.87,54.81,94.28,45.97,55.80,216.18,62.53,137.26,43.88,108.95,45.15
prcp,IA,1993,30.19,28.67,58.92,95.23,138.87,218.58,243.54,208.19,84.66,29.51,27.65,20.85
prcp,IA,1994,28.66,31.18,5.19,60.33,52.43,157.31,100.08,82.38,94.32,49.59,58.97,25.80
prcp,IA,1995,20.92,8.28,61.98,122.94,154.24,103.51,88.38,86.39,77.48,49.57,47.10,9.67
prcp,IA,1996,46.52,8.43,34.20,39.66,181.11,119.14,70.07,100.31,64.70,63.97,65.96,26.60
prcp,IA,1997,35.15,42.36,33.07,60.26,114.10,108.58,86.12,74.26,73.36,80.91,22.14,29.60
prcp,IA,1998,30.51,44.32,95.76,109.20,107.67,201.87,74.27,115.90,52.71,136.78,39.15,10.65
prcp,IA,1999,31.75,22.08,26.70,159.06,131.29,135.70,144.27,70.80,46.40,19.24,24.63,19.76
prcp,IA,2000,22.97,32.04,24.15,54.47,86.75,161.91,109.53,73.62,52.67,54.85,59.27,46.69
prcp,IA,2001,32.91,51.96,36.84,88.43,190.60,108.18,85.81,76.57,90.46,62.88,41.27,22.60
prcp,IA,2002,8.59,20.73,27.66,84.55,92.95,79.43,104.97,148.08,36.86,82.65,5.01,6.33
prcp,IA,2003,10.98,19.70,30.64,82.11,110.85,110.75,100.75,28.57,74.09,22.63,82.53,27.83
prcp,IA,2004,26.05,27.06,91.19,45.26,195.40,91.72,124.46,115.90,78.45,50.65,55.27,14.01
prcp,IA,2005,33.04,38.69,25.80,90.19,105.90,150.17,88.73,78.07,97.61,26.12,41.38,28.78
prcp,IA,2006,23.59,7.13,76.42,108.17,54.63,62.45,71.87,151.29,101.49,41.01,43.16,53.50
prcp,IA,2007,21.67,46.90,70.87,107.82,128.22,90.60,89.73,261.66,70.17,124.37,3.61,57.70
prcp,IA,2008,13.84,36.30,25.30,136.27,137.98,221.07,131.15,49.13,104.05,81.31,40.57,49.04
prcp,IA,2009,16.78,19.07,71.88,87.56,105.29,131.07,108.46,128.64,46.22,152.92,30.24,65.37
prcp,IA,2010,30.98,27.50,47.93,88.03,100.77,269.65,188.41,106.10,143.09,25.82,36.42,33.19
prcp,IA,2011,22.09,35.30,37.03,93.72,130.66,162.80,79.00,71.48,46.89,16.77,49.35,48.58
prcp,IA,2012,13.81,38.03,44.11,93.50,99.76,73.10,28.62,63.85,38.77,73.20,26.01,36.90
prcp,IA,2013,22.48,32.24,49.58,164.06,212.27,114.14,43.35,39.76,42.06,68.73,36.32,15.03
prcp,IA,2014,11.11,35.09,18.90,104.14,73.82,241.24,79.01,144.65,111.82,70.33,20.47,26.77
prcp,IA,2015,13.63,31.86,13.75,88.76,121.17,149.79,147.50,137.41,90.68,40.76,102.78,113.43
prcp,IA,2016,14.17,24.15,61.01,74.80,113.40,92.91,155.56,162.74,160.65,50.09,31.97,41.63
prcp,IA,2017,39.11,24.43,61.68,95.46,115.47,92.88,84.03,88.23,65.63,127.65,9.10,9.16
prcp,IA,2018,26.56,41.11,55.69,38.30,128.18,180.53,84.49,178.10,209.20,111.83,47.80,52.05
prcp,IA,2019,29.92,52.93,53.68,80.90,214.27,96.15,96.18,84.17,145.10,121.51,37.90,28.69
prcp,IA,2020,33.48,9.97,72.15,38.44,116.14,144.75,75.47,32.73,104.60,45.21,50.97,27.38
prcp,IA,2021,29.46,18.80,,,,,,,,,,
prcp,ID,1990,59.77,31.59,23.60,50.05,62.00,30.36,16.43,27.78,8.91,42.26,45.38,32.83
prcp,ID,1991,33.36,19.70,46.08,42.79,65.36,42.08,10.61,16.35,20.36,20.71,65.37,25.92
prcp,ID,1992,28.91,32.94,12.22,33.00,13.83,46.53,26.91,12.51,21.38,27.19,46.01,52.54
prcp,ID,1993,45.90,24.97,56.49,58.78,41.62,57.90,44.82,25.16,11.55,24.80,15.60,36.18
prcp,ID,1994,32.89,40.00,16.82,35.61,39.76,24.82,8.42,7.36,16.79,50.47,62.41,50.32
prcp,ID,1995,65.40,32.13,68.42,39.52,53.49,65.26,22.86,21.33,17.57,41.87,67.00,78.65
prcp,ID,1996,64.24,55.26,33.56,54.44,77.51,17.57,12.25,6.50,19.91,46.79,70.71,128.33
prcp,ID,1997,78.33,26.31,48.18,46.72,37.32,41.55,38.51,19.33,41.37,45.40,31.95,26.58
prcp,ID,1998,71.07,34.47,40.31,28.92,100.71,48.84,26.08,9.84,35.16,17.74,67.73,58.08
prcp,ID,1999,60.39,80.34,28.98,27.89,40.51,40.82,7.77,22.51,3.96,22.48,44.26,52.45
prcp,ID,2000,55.70,59.60,34.64,29.45,41.32,22.04,8.46,8.33,31.54,55.29,24.90,28.38
prcp,ID,2001,25.61,20.58,29.77,43.58,21.47,30.89,19.19,2.44,11.67,41.06,55.56,62.81
prcp,ID,2002,50.40,23.14,36.01,35.20,30.74,28.69,10.92,10.02,22.09,14.99,30.43,60.17
prcp,ID,2003,60.17,30.44,57.70,41.43,43.43,13.78,5.65,18.93,16.55,17.58,41.38,64.42
prcp,ID,2004,49.72,42.56,20.67,28.32,62.89,24.96,16.64,37.98,29.57,48.49,31.98,42.41
prcp,ID,2005,38.85,9.86,43.53,44.93,84.12,50.70,9.97,11.31,16.59,38.17,46.26,81.93
prcp,ID,2006,91.85,28.49,47.62,58.24,33.22,37.79,9.73,9.63,21.61,27.97,85.50,48.08
prcp,ID,2007,22.97,36.45,30.02,24.54,21.62,21.48,7.32,8.57,21.11,45.81,35.49,66.33
prcp,ID,2008,59.03,35.10,36.90,18.08,32.39,31.84,7.89,21.51,17.28,19.12,49.01,65.30
prcp,ID,2009,42.20,25.48,49.77,37.13,40.93,70.21,14.32,25.61,6.59,49.36,22.18,37.48
prcp,ID,2010,48.27,21.27,30.87,50.39,51.98,71.71,10.00,13.46,22.99,47.90,56.77,76.72
prcp,ID,2011,48.24,33.97,66.90,56.34,68.65,32.51,10.64,10.48,9.16,49.06,39.74,25.66
prcp,ID,2012,64.06,30.78,82.39,40.90,35.67,42.15,20.86,4.78,4.95,47.03,52.59,71.39
prcp,ID,2013,33.12,20.52,26.54,35.85,31.80,32.38,10.41,15.48,54.36,12.80,36.41,29.60
prcp,ID,2014,34.68,59.63,74.70,41.90,24.59,30.30,9.23,52.71,30.62,25.46,54.82,58.93
prcp,ID,2015,41.07,35.24,32.16,18.74,60.79,15.76,23.01,14.55,25.74,28.55,48.38,80.15
prcp,ID,2016,54.04,31.81,70.39,31.64,46.26,14.04,14.04,3.54,39.94,104.33,31.31,65.60
prcp,ID,2017,60.21,85.61,76.06,58.11,32.97,29.70,5.93,5.51,34.78,32.87,65.66,42.57
prcp,ID,2018,53.75,40.59,45.37,45.24,46.75,30.61,1.75,10.90,3.03,33.74,45.29,45.33
prcp,ID,2019,39.49,73.51,22.96,57.75,56.21,20.51,11.79,11.34,42.95,28.66,16.36,45.01
prcp,ID,2020,70.28,32.17,28.81,21.56,52.17,56.09,10.02,4.82,10.97,30.71,46.15,36.01
prcp,ID,2021,46.71,46.66,,,,,,,,,,
prcp,IL,1990,51.65,101.11,86.28,75.25,205.94,172.68,106.32,90.54,49.53,110.10,101.74,138.74
prcp,IL,1991,40.08,26.35,107.22,80.41,125.70,51.80,49.52,65.29,71.84,146.03,95.66,53.23
prcp,IL,1992,31.48,36.30,64.33,82.37,33.38,42.46,203.06,43.03,121.51,31.48,173.09,69.95
prcp,IL,1993,90.83,48.14,80.36,129.51,78.74,170.97,159.90,136.01,196.74,61.83,114.16,41.40
prcp,IL,1994,49.79,43.00,33.58,161.54,54.85,111.53,67.20,98.04,63.14,50.72,147.45,46.63
prcp,IL,1995,80.38,25.36,61.79,110.98,223.07,95.70,79.85,98.39,32.41,77.76,62.93,36.96
prcp,IL,1996,66.27,21.76,54.40,132.45,203.16,106.28,111.66,57.61,76.18,61.84,81.38,42.32
prcp,IL,1997,66.37,93.16,75.51,57.16,107.36,91.53,45.11,122.49,61.45,47.48,63.70,47.14
prcp,IL,1998,66.76,62.12,119.53,130.08,123.81,208.66,87.21,87.11,61.05,119.46,67.23,41.27
prcp,IL,1999,107.23,59.79,44.57,140.71,89.30,134.91,70.08,72.42,55.72,44.00,14.43,71.99
prcp,IL,2000,39.70,65.19,53.42,78.81,106.26,184.38,111.83,95.53,103.13,57.56,80.19,48.46
prcp,IL,2001,39.34,80.68,30.24,74.09,116.66,95.98,99.55,103.41,86.42,161.79,66.08,67.79
prcp,IL,2002,53.18,46.76,86.18,139.69,192.77,105.77,67.39,112.68,50.24,81.19,28.84,57.56
prcp,IL,2003,17.34,45.39,49.05,82.49,141.33,87.86,125.70,67.14,117.98,47.23,114.76,68.22
prcp,IL,2004,51.27,19.75,116.91,45.01,167.63,81.11,107.25,123.77,21.31,132.60,120.23,44.96
prcp,IL,2005,136.76,46.46,42.94,67.99,42.89,52.38,78.23,92.59,96.84,36.07,89.24,30.66
prcp,IL,2006,68.54,22.18,125.04,99.83,94.23,72.12,99.89,94.51,83.30,99.00,87.43,84.15
prcp,IL,2007,78.01,61.88,80.44,85.88,56.62,112.60,85.62,105.08,38.44,92.06,42.93,94.31
prcp,IL,2008,55.45,112.42,117.39,110.31,136.24,144.38,147.35,47.94,191.33,62.29,42.12,106.31
prcp,IL,2009,23.44,64.05,99.37,158.96,144.86,124.36,116.65,115.79,59.28,211.24,62.32,102.86
prcp,IL,2010,36.60,36.08,71.27,89.26,131.68,200.59,135.63,86.81,87.81,33.56,80.18,41.68
prcp,IL,2011,28.03,85.35,66.91,198.16,134.38,172.31,95.83,39.94,85.88,46.29,138.07,84.91
prcp,IL,2012,47.43,37.97,53.12,89.06,61.62,42.94,30.26,82.80,125.17,98.56,32.65,60.07
prcp,IL,2013,96.14,68.12,66.14,179.02,170.24,124.41,87.90,29.10,43.82,84.93,62.22,66.06
prcp,IL,2014,41.03,59.25,37.02,133.00,86.32,168.94,85.19,122.56,108.34,115.18,51.59,50.08
prcp,IL,2015,38.98,34.89,63.59,82.27,136.23,228.88,129.21,75.78,87.31,39.26,140.46,180.70
prcp,IL,2016,21.98,36.62,88.92,90.89,103.95,82.53,167.40,163.39,88.79,56.48,67.33,32.82
prcp,IL,2017,53.23,16.36,87.34,177.89,138.27,77.51,116.09,56.58,20.09,134.53,59.46,21.66
prcp,IL,2018,32.49,126.97,107.06,63.62,98.78,157.11,82.93,128.33,135.04,92.89,76.49,86.71
prcp,IL,2019,87.23,82.19,107.71,122.13,209.39,141.44,77.42,98.69,130.41,127.90,62.51,49.58
prcp,IL,2020,111.22,54.14,107.91,107.42,132.54,99.31,139.46,44.72,87.06,80.75,76.89,44.38
prcp,IL,2021,59.88,39.70,,,,,,,,,,
prcp,IN,1990,62.82,134.43,74.58,73.59,198.48,119.23,129.37,133.75,65.82,131.74,84.85,176.88
prcp,IN,1991,49.71,52.63,112.95,92.50,98.34,39.61,63.96,89.52,60.91,116.77,83.49,68.81
prcp,IN,1992,44.29,31.00,81.23,85.68,65.96,74.31,202.14,89.57,113.73,40.81,145.13,53.36
prcp,IN,1993,97.65,54.12,76.34,123.06,93.75,143.94,112.95,115.27,154.54,87.82,144.02,57.67
prcp,IN,1994,74.03,40.05,36.02,148.75,69.40,102.77,84.63,85.07,63.45,39.26,124.11,62.48
prcp,IN,1995,79.62,33.21,66.08,118.42,196.57,99.76,71.18,115.17,28.61,72.34,70.53,59.45
prcp,IN,1996,85.53,33.84,75.48,184.35,209.45,130.74,127.08,44.10,133.96,56.01,108.96,89.98
prcp,IN,1997,87.23,83.29,125.68,59.22,148.67,148.39,71.36,99.87,57.98,42.56,68.24,52.69
prcp,IN,1998,80.25,52.73,105.93,167.25,124.56,187.78,124.23,86.09,29.06,85.19,51.90,56.32
prcp,IN,1999,130.87,93.47,54.16,120.86,78.84,99.23,67.88,56.53,32.28,53.69,27.30,86.77
prcp,IN,2000,75.18,96.91,53.21,85.85,108.69,157.13,98.98,119.87,115.59,57.52,77.39,86.22
prcp,IN,2001,30.91,70.46,23.68,65.98,110.81,105.10,151.81,102.11,104.02,190.30,85.16,99.40
prcp,IN,2002,57.25,53.87,117.70,151.12,189.09,86.76,62.95,63.64,106.61,78.73,61.49,77.04
prcp,IN,2003,38.98,77.59,57.08,81.28,166.21,85.43,215.36,79.31,143.82,65.16,114.70,67.52
prcp,IN,2004,98.35,21.91,83.96,52.79,188.35,98.19,136.21,124.94,16.55,116.20,118.74,62.09
prcp,IN,2005,179.14,59.62,57.64,77.50,72.98,85.51,108.39,133.16,96.08,32.20,103.68,59.63
prcp,IN,2006,92.39,42.73,143.03,122.24,132.76,109.30,122.69,127.09,122.46,129.20,88.95,126.40
prcp,IN,2007,124.52,69.15,89.18,108.98,44.81,84.66,86.78,104.42,67.81,96.19,68.73,135.41
prcp,IN,2008,86.36,123.28,186.77,87.63,155.10,157.90,107.46,50.25,108.46,57.03,57.13,129.44
prcp,IN,2009,44.31,68.75,82.13,146.22,145.17,115.39,123.07,96.24,84.49,174.01,34.43,81.31
prcp,IN,2010,43.84,40.26,77.71,77.03,138.75,192.38,102.11,43.55,33.65,28.97,134.01,38.71
prcp,IN,2011,38.65,105.61,88.96,245.67,168.55,137.86,75.58,66.09,136.79,79.67,158.79,121.25
prcp,IN,2012,89.80,40.35,70.12,64.76,74.41,30.31,65.40,98.93,137.96,99.80,26.23,87.36
prcp,IN,2013,122.34,54.28,63.95,158.96,97.81,161.72,80.95,45.35,77.59,107.28,73.96,110.07
prcp,IN,2014,62.24,64.58,49.43,151.33,108.32,138.29,87.41,128.29,87.10,106.99,66.69,69.85
prcp,IN,2015,55.85,35.94,97.98,126.99,96.19,227.39,157.57,66.77,57.78,62.99,91.38,130.05
prcp,IN,2016,33.43,79.16,116.58,113.16,92.25,105.17,142.74,167.41,93.98,60.96,63.49,60.40
prcp,IN,2017,89.18,35.83,105.67,122.22,184.42,107.27,153.78,50.27,51.89,108.60,115.29,35.72
prcp,IN,2018,55.20,156.50,103.39,94.60,88.01,165.25,85.91,131.38,143.88,63.08,113.89,86.69
prcp,IN,2019,94.99,121.00,104.66,144.61,158.54,162.28,88.75,85.81,59.80,105.58,68.33,85.78
prcp,IN,2020,117.69,72.32,117.80,77.21,127.59,94.40,123.84,82.50,32.86,118.06,76.24,45.77
prcp,IN,2021,69.34,58.29,,,,,,,,,,
prcp,KS,1990,34.01,43.29,86.99,58.41,144.17,77.94,86.21,85.26,46.80,33.82,46.01,19.63
prcp,KS,1991,16.66,1.57,40.18,79.27,112.04,64.15,57.77,56.61,40.60,40.29,64.75,51.57
prcp,KS,1992,28.71,28.50,64.67,43.31,59.72,150.88,171.80,90.62,63.70,46.74,106.23,54.49
prcp,KS,1993,41.34,52.84,57.07,69.70,162.16,116.16,239.95,104.92,116.14,29.66,32.97,20.99
prcp,KS,1994,16.74,22.93,11.20,129.48,45.43,71.80,115.27,68.11,42.00,63.99,69.38,25.89
prcp,KS,1995,25.73,9.15,52.53,77.54,237.18,135.00,86.51,77.91,69.49,9.43,12.19,18.31
prcp,KS,1996,15.10,3.46,31.44,38.05,137.61,125.87,115.92,142.57,114.46,50.09,74.52,4.29
prcp,KS,1997,7.84,59.55,12.06,86.19,101.51,104.53,80.48,122.64,77.96,84.67,28.22,54.68
prcp,KS,1998,16.61,25.11,85.85,61.94,59.65,80.82,168.40,54.19,100.48,127.28,108.77,18.87
prcp,KS,1999,37.33,16.04,48.26,147.47,125.27,157.09,77.69,73.83,87.55,15.21,22.04,41.04
prcp,KS,2000,11.53,42.78,106.72,32.73,80.96,126.44,96.62,13.87,35.55,103.29,35.81,14.38
prcp,KS,2001,35.62,69.65,37.66,49.44,140.64,119.95,84.31,67.08,87.29,35.16,15.13,8.80
prcp,KS,2002,29.90,10.74,18.31,71.48,113.38,71.11,47.83,69.63,39.23,110.47,6.72,19.66
prcp,KS,2003,5.37,31.53,55.08,86.65,94.40,106.31,24.44,121.65,65.09,33.50,17.92,38.36
prcp,KS,2004,21.97,23.31,91.17,65.91,67.62,141.03,145.38,73.74,51.55,65.20,68.40,9.08
prcp,KS,2005,52.29,46.06,36.21,49.55,80.34,157.28,80.76,140.69,53.19,74.17,18.82,14.34
prcp,KS,2006,9.55,0.43,47.78,72.32,72.12,83.63,68.42,137.18,43.84,57.00,15.98,77.78
prcp,KS,2007,23.09,25.74,96.30,75.75,176.27,161.42,83.91,66.16,58.32,88.09,4.62,71.14
prcp,KS,2008,12.33,44.54,40.92,78.06,136.75,139.56,88.25,77.43,112.82,122.85,26.58,20.59
prcp,KS,2009,2.32,16.68,54.66,132.99,73.10,121.70,105.32,113.79,79.64,104.71,28.84,32.83
prcp,KS,2010,14.00,23.60,51.96,73.90,115.34,118.00,121.14,76.15,93.71,21.86,42.40,6.74
prcp,KS,2011,12.70,34.28,33.66,54.29,92.30,67.14,62.85,91.30,32.04,32.41,69.58,59.34
prcp,KS,2012,2.02,50.00,66.14,74.19,46.70,48.69,28.27,65.64,55.62,24.54,17.24,14.23
prcp,KS,2013,25.67,45.88,32.73,68.20,116.09,78.90,107.08,109.01,69.19,71.68,26.96,11.77
prcp,KS,2014,7.15,20.37,16.49,45.59,46.02,195.40,61.13,85.56,86.13,94.31,9.48,38.10
prcp,KS,2015,7.29,22.35,17.24,66.04,216.91,102.11,132.92,75.81,46.82,44.10,84.44,57.84
prcp,KS,2016,13.53,15.18,20.83,132.22,121.34,57.67,124.83,121.70,103.07,44.11,14.13,19.54
prcp,KS,2017,40.88,5.22,73.97,133.62,117.18,99.32,56.95,104.25,56.33,72.09,5.54,3.73
prcp,KS,2018,11.72,18.95,30.01,31.01,108.08,103.50,112.73,124.04,74.71,150.41,22.83,53.59
prcp,KS,2019,31.37,27.75,56.77,46.00,280.87,122.91,55.31,196.90,55.98,55.06,20.43,32.48
prcp,KS,2020,40.62,35.72,62.23,42.69,122.48,74.07,167.22,43.20,47.85,32.65,36.70,24.92
prcp,KS,2021,39.77,10.63,,,,,,,,,,
prcp,KY,1990,103.08,151.04,79.09,76.54,171.75,88.58,92.56,104.51,84.94,123.42,66.51,262.22
prcp,KY,1991,78.76,125.41,144.31,73.96,90.18,72.12,91.08,74.59,75.43,58.76,64.65,189.31
prcp,KY,1992,62.38,57.89,125.61,56.98,115.22,100.61,154.96,102.92,94.00,31.33,99.21,67.11
prcp,KY,1993,80.28,94.69,120.60,93.78,84.22,137.81,90.37,94.91,81.55,110.31,99.15,98.91
prcp,KY,1994,123.03,123.74,188.83,154.85,72.48,89.99,99.87,108.51,56.28,63.30,81.32,89.82
prcp,KY,1995,118.32,75.99,81.91,96.62,243.89,102.18,88.55,105.04,81.58,122.41,83.42,65.28
prcp,KY,1996,122.96,58.57,139.35,138.44,178.15,113.72,141.46,69.75,154.96,69.18,118.28,116.92
prcp,KY,1997,88.20,76.10,302.56,56.63,132.78,191.72,58.00,92.48,65.78,44.57,84.24,74.72
prcp,KY,1998,90.18,78.65,81.12,203.15,131.13,224.43,111.03,51.66,26.34,68.59,48.58,121.28
prcp,KY,1999,162.42,73.71,71.01,75.82,72.50,116.72,55.00,40.31,37.01,71.76,60.12,86.65
prcp,KY,2000,93.38,118.32,82.33,107.85,118.02,121.92,119.40,93.80,88.95,21.65,70.40,95.18
prcp,KY,2001,53.61,99.79,68.58,48.58,115.45,91.83,154.38,86.68,51.95,119.07,98.24,108.32
prcp,KY,2002,91.71,35.88,189.15,125.99,148.72,81.22,87.83,56.35,165.25,125.44,94.03,119.51
prcp,KY,2003,47.86,164.20,55.07,140.40,161.19,157.69,138.92,110.12,136.60,58.58,139.45,86.74
prcp,KY,2004,97.29,60.75,105.58,111.02,210.12,89.19,141.15,103.29,89.45,113.78,140.95,108.61
prcp,KY,2005,120.50,64.15,89.29,115.40,55.42,60.64,103.42,174.38,25.84,28.87,79.38,59.58
prcp,KY,2006,135.18,49.63,86.33,111.38,109.63,101.86,121.66,121.55,212.04,119.32,72.71,69.18
prcp,KY,2007,111.76,54.90,67.58,107.38,51.41,72.32,103.67,49.95,48.13,145.92,80.08,170.75
prcp,KY,2008,84.45,117.74,177.43,141.78,122.15,82.12,117.53,43.56,22.61,56.50,61.38,124.85
prcp,KY,2009,124.37,60.02,72.93,116.31,150.05,149.20,176.45,77.29,131.62,159.40,26.66,90.01
prcp,KY,2010,81.15,61.67,57.42,71.55,191.09,103.33,111.87,82.82,49.42,41.69,116.57,70.93
prcp,KY,2011,49.35,123.28,123.72,298.47,175.88,140.85,94.02,56.96,160.32,75.04,189.03,109.67
prcp,KY,2012,92.58,64.60,113.04,65.27,104.67,31.53,142.12,72.67,143.65,71.78,28.41,137.53
prcp,KY,2013,136.18,48.25,128.99,110.42,98.98,144.22,163.64,102.65,99.07,87.16,75.95,146.48
prcp,KY,2014,55.34,110.46,75.75,152.89,84.32,81.65,90.82,147.59,57.21,129.73,58.81,72.80
prcp,KY,2015,45.67,67.95,147.52,196.92,53.63,132.60,206.81,66.45,69.24,92.96,94.52,158.12
