Program,Year,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,43
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",TOTAL,NOT SPECIFIED,"899,294"
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,56
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,428,681"
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"8,043,829"
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,38
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"3,555,025"
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,47
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"4,488,804"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,36
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,368"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"6,180"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,27
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"25,353"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"4,995"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,8
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,30
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,062"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"2,808"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,23
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,7
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,306"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"3,372"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,4
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,29
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,584"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,19
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,528"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,182"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,2
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,8
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,26
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,780"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,360"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,16
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,958
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,2
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,8
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (Z)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,3
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (Z)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,102
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,865,454"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,666,219"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,92
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,693,300"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,588,399"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,27
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"172,154"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"77,820"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,85
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"812,981"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"164,389"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,75
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"694,867"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"142,795"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,24
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"118,114"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"21,594"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,45
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,052,473"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,501,830"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,42
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,998,433"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,445,604"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,7
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"54,040"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"56,226"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,9
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,779"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,9
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,779"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,8
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
