"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BAREROOT HERBACEOUS PERENNIALS","BAREROOT HERBACEOUS PERENNIALS, WHOLESALE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BAREROOT HERBACEOUS PERENNIALS","BAREROOT HERBACEOUS PERENNIALS, WHOLESALE - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BAREROOT HERBACEOUS PERENNIALS","BAREROOT HERBACEOUS PERENNIALS, WHOLESALE - SALES, MEASURED IN PLANTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","193",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","40,531,918",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","169",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","12,066,206",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","1,259,957",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","187",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","38,813,219",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","42",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","52,943",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","38",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","22,753",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","2,135",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","10",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","30,190",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","13,061",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, GE 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, GE 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, GE 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, LT 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","9",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, LT 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, POTS, LT 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","32",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","12,966",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","30",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","11,186",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","784",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,780",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","921",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","1,780",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","921",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","15",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","39,977",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","13",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","11,567",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","1,351",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","7",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","28,410",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","12,140",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","6",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, AGERATUM, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA) - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","47",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA) - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","86,727",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","46",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","75,331",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","7,243",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","4",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","11,396",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED","4,395",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, GE 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, GE 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, GE 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, LT 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, LT 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, LT 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","40",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","43,182",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","39",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","3,259",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","1",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","13",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","43,545",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, FLATS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","13",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, FLATS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, FLATS - SALES, MEASURED IN FLATS","TOTAL","NOT SPECIFIED","3,984",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, POTS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","3",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, POTS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)",""
"CENSUS","2009","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","BEDDING PLANTS, ANNUAL","BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), WHOLESALE, POTS - SALES, MEASURED IN POTS","TOTAL","NOT SPECIFIED"," (D)",""
